,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Akali,2,0,2,0%,1,3,0,0.33,242.5,9.25,9.5,362,20%,20%,22.7%
Azir,1,0,1,0%,0,4,1,0.25,260,9.39,10,362,14.3%,0%,22.3%
