,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Volibear,2,1,1,50%,0.5,2.5,5.5,2.4,216.5,6.51,10.4,312,46.2%,3.8%,18.2%
Malphite,1,1,0,100%,5,1,11,16,262,8.05,13.4,412,69.6%,21.7%,20.8%
Shen,1,1,0,100%,3,3,5,2.67,228,7.95,10.3,360,36.4%,13.6%,17.8%
Lulu,1,0,1,0%,0,4,0,0,202,6.92,8.1,277,0%,0%,19.4%
Mordekaiser,1,0,1,0%,2,2,0,1,278,7.39,12.6,334,50%,50%,20.9%
