,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Corki,2,2,0,100%,6.5,0.5,4.5,22,320,10.19,15.7,500,78.6%,46.4%,27%
Twisted Fate,2,2,0,100%,4.5,0,2,13,240.5,9.18,13.4,510,61.9%,42.9%,25.7%
Orianna,1,1,0,100%,2,4,5,1.75,473,9.47,20.1,402,53.8%,15.4%,24.2%
Ekko,1,0,1,0%,4,5,8,2.4,503,10.51,23.2,484,70.6%,23.5%,26.7%
Karma,1,0,1,0%,0,6,1,0.17,209,6.52,9.2,288,100%,0%,18.9%
Kassadin,1,0,1,0%,0,3,1,0.33,198,7.76,8,315,33.3%,0%,21.8%
Kog'Maw,1,0,1,0%,0,5,2,0.4,308,8.83,11.9,340,28.6%,0%,21.6%
LeBlanc,1,0,1,0%,8,3,7,5,425,9.74,21.6,496,83.3%,44.4%,28%
