,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Alistar,1,0,1,0%,2,5,9,2.2,98,2.04,13.1,271,73.3%,13.3%,14.7%
Thresh,1,0,1,0%,0,3,6,2,28,0.79,7.5,210,40%,0%,12.2%
