,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Graves,3,1,2,33.3%,4.33,3.67,7,3.09,219.67,6.85,12.5,389,72.3%,27.7%,22.1%
Hecarim,1,1,0,100%,0,2,11,5.5,207,5.72,10.5,289,64.7%,0%,16.4%
Sett,1,1,0,100%,6,1,12,18,182,5.3,12.5,363,85.7%,28.6%,18.9%
Volibear,1,1,0,100%,3,1,8,11,210,6.18,12.7,374,64.7%,17.6%,20.2%
Lillia,1,0,1,0%,1,3,3,1.33,151,5.28,7.7,269,57.1%,14.3%,17.6%
