,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Graves,5,5,0,100%,7,1.2,8.8,13.17,169.8,8.06,10.3,489,48.8%,21.6%,22%
Nidalee,2,2,0,100%,3.5,1.5,13.5,11.33,202.5,7.89,11.2,438,72.3%,14.9%,21.1%
Kindred,1,1,0,100%,3,4,3,1.5,301,6.91,16.3,375,31.6%,15.8%,19.7%
Lillia,1,1,0,100%,9,2,13,11,223,7.85,13.5,476,71%,29%,21.6%
