,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Xin Zhao,1,1,0,100%,7,4,12,4.75,130,4.32,12.4,413,70.4%,25.9%,19.1%
Elise,1,0,1,0%,2,3,0,0.67,207,5.29,11.9,303,28.6%,28.6%,17.9%
Jarvan IV,1,0,1,0%,0,2,5,2.5,154,4.15,9.7,261,71.4%,0%,15.6%
Sejuani,1,0,1,0%,0,3,5,1.67,112,3.81,7.4,253,71.4%,0%,16.4%
