,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jarvan IV,4,2,2,50%,1,1.75,8.5,5.43,136.25,4.89,8.6,310,80.9%,8.5%,17.1%
Trundle,3,3,0,100%,1.33,1.33,11.33,9.5,168,4.51,11.3,303,76%,8%,16.6%
Olaf,1,1,0,100%,5,0,7,12,185,7.55,10.3,421,85.7%,35.7%,22.2%
Kindred,1,0,1,0%,2,4,5,1.75,186,6.37,10.8,368,87.5%,25%,23.3%
