,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ekko,1,1,0,100%,7,0,3,10,349,11.2,-,-,62.5%,43.8%,-
Lucian,1,1,0,100%,10,2,2,6,359,10.43,17.7,514,75%,62.5%,26.4%
Sylas,1,1,0,100%,6,3,4,3.33,297,8.83,-,-,76.9%,46.2%,-
Akali,1,0,1,0%,1,3,3,1.33,323,8.59,13.1,348,80%,20%,20.8%
Azir,1,0,1,0%,1,4,1,0.5,268,10.55,9.8,386,66.7%,33.3%,26%
Irelia,1,0,1,0%,5,3,1,2,325,10.84,14.2,473,66.7%,55.6%,28.5%
Jayce,1,0,1,0%,5,2,2,3.5,299,9.43,12.9,408,100%,71.4%,25.1%
Sett,1,0,1,0%,1,6,3,0.67,194,6.81,9.3,325,100%,25%,21%
