,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Hecarim,4,2,2,50%,4.25,3.25,5.5,3,240.25,7.29,13,395,72.2%,31.5%,21.2%
Evelynn,2,2,0,100%,5,2,7,6,188,6.31,11.3,378,72.7%,30.3%,19.5%
Gragas,2,1,1,50%,6,4.5,10,3.56,231,4.92,15,320,72.7%,27.3%,17.3%
Karthus,1,1,0,100%,4,2,6,5,245,7.24,12.8,380,71.4%,28.6%,20.2%
Graves,1,0,1,0%,3,4,12,3.75,214,5.94,12.5,348,93.8%,18.8%,19.2%
Lillia,1,0,1,0%,0,4,4,1,193,6.59,9.5,323,80%,0%,20.3%
