,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Elise,3,2,1,66.7%,2.67,2,5.33,4,166,4.7,12,341,64.9%,21.6%,19.2%
Jarvan IV,2,2,0,100%,2,4,13,3.75,137,3.99,10.4,303,85.7%,11.4%,16.1%
Karthus,2,1,1,50%,5.5,8,12.5,2.25,221,5.88,14.5,385,72%,22%,20%
Ekko,1,0,1,0%,1,6,1,0.33,159,6,8.1,307,40%,20%,20.2%
Taliyah,1,0,1,0%,2,8,7,1.13,163,4.52,10.5,291,52.9%,11.8%,16.4%
