,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Orianna,2,2,0,100%,2.5,0.5,7,19,400.5,9.77,17.7,433,73.1%,19.2%,24.1%
Syndra,2,0,2,0%,2.5,5,1.5,0.8,233,7.22,10.8,333,57.1%,35.7%,21.1%
Zoe,1,0,1,0%,1,2,3,2,246,7.88,10.1,324,80%,20%,21.6%
