,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Elise,3,3,0,100%,3.67,0,5,26,161,5.1,10.9,344,72.2%,30.6%,17.8%
Qiyana,3,2,1,66.7%,3,2.67,6.33,3.5,168.67,5.15,11.3,346,73.7%,23.7%,18.1%
Gragas,2,2,0,100%,4,1,7.5,11.5,198.5,5.33,13.6,366,74.2%,25.8%,17.9%
Jarvan IV,2,2,0,100%,0.5,1.5,13.5,9.33,165.5,4.02,12.3,299,75.7%,2.7%,15.7%
Olaf,2,2,0,100%,1,1.5,7.5,5.67,168.5,4.28,11.8,299,50%,5.9%,15.3%
Skarner,2,1,1,50%,1.5,1.5,10,7.67,157,4.27,11.1,303,60.5%,7.9%,15.9%
Sejuani,2,0,2,0%,0.5,3,11.5,4,195,4.45,12.6,289,82.8%,3.4%,16.3%
Rek'Sai,1,0,1,0%,0,5,1,0.2,99,4.35,5.8,256,16.7%,0%,15.6%
Sylas,1,0,1,0%,1,2,5,3,173,5.15,9.7,289,75%,12.5%,17.2%
