,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Gragas,3,2,1,66.7%,5,1,6,11,140.67,4.5,10.5,336,82.5%,37.5%,17.9%
Olaf,2,2,0,100%,3,1,7,10,166.5,4.89,12.2,359,55.6%,16.7%,17.7%
Elise,2,1,1,50%,0.5,0.5,3,7,158.5,4.03,10.8,275,41.2%,5.9%,15.4%
Nocturne,1,1,0,100%,7,1,11,18,186,5.74,12.9,398,75%,29.2%,19.1%
Jarvan IV,1,0,1,0%,2,5,2,0.8,122,3.86,8.8,279,57.1%,28.6%,16.7%
Sejuani,1,0,1,0%,1,3,7,2.67,87,3.51,6.6,268,88.9%,11.1%,15.2%
Sylas,1,0,1,0%,1,2,3,2,149,5.19,8.8,306,50%,12.5%,18.3%
