,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Rumble,4,3,1,75%,5.75,2,8.25,7,271,7.25,15,400,71.8%,29.5%,21.8%
Ornn,2,1,1,50%,2.5,3.5,7,2.71,241,6.61,12,329,73.1%,19.2%,20.3%
Sett,2,1,1,50%,0.5,5.5,6,1.18,291.5,7.13,14.2,348,54.2%,4.2%,20.9%
Gangplank,2,0,2,0%,0.5,1.5,5,3.67,267,8.02,12.6,377,57.9%,5.3%,22.3%
