,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Alistar,6,2,4,33.3%,1.33,3.5,5.67,2,36.17,1.13,7.2,223,64.6%,12.3%,13.1%
Leona,1,1,0,100%,0,7,15,2.14,41,1.17,8.5,244,71.4%,0%,12.7%
