,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Sylas,2,0,2,0%,6,5,4,2,187,5.14,12.7,348,69%,41.4%,20.6%
Aatrox,1,1,0,100%,4,2,11,7.5,179,5.93,12.3,408,71.4%,19%,20.4%
Sejuani,1,1,0,100%,1,2,18,9.5,177,6.15,11.2,390,73.1%,3.8%,19%
Lee Sin,1,0,1,0%,2,4,2,1,135,4.71,9.1,318,57.1%,28.6%,20.4%
