,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Sejuani,2,2,0,100%,2.5,2.5,8.5,4.4,141.5,4.88,10.3,356,57.9%,13.2%,17.5%
Aatrox,2,1,1,50%,2,3,5.5,2.5,206,6.03,11.9,349,51.7%,13.8%,18.8%
Olaf,1,1,0,100%,6,1,9,15,171,5.75,11.6,391,75%,30%,19.7%
Jarvan IV,1,0,1,0%,1,3,3,1.33,133,5.03,7.6,286,80%,20%,17.9%
Kha'Zix,1,0,1,0%,2,4,3,1.25,122,4.74,7.7,301,62.5%,25%,18.5%
Nocturne,1,0,1,0%,2,5,4,1.2,144,5.12,9.5,336,60%,20%,18.7%
