,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Renekton,3,2,1,66.7%,4.67,1,7.33,12,281.33,8.1,14.9,431,64.3%,25%,23.8%
Aatrox,3,1,2,33.3%,2.33,2.67,4.33,2.5,291,8,13.5,372,46.5%,16.3%,21.4%
Gangplank,3,0,3,0%,2.33,2.33,1.67,1.71,260,8.61,12.3,409,57.1%,33.3%,25.6%
Maokai,2,1,1,50%,0.5,2.5,8.5,3.6,271,6.43,13.6,322,36.7%,2%,17.3%
Kennen,1,1,0,100%,2,0,3,5,237,8.2,12.3,425,55.6%,22.2%,22.6%
