,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Twitch,2,2,0,100%,4.5,2,13,8.75,278.5,8.73,14.1,441,83.3%,21.4%,22.9%
Ashe,2,1,1,50%,1,1.5,4.5,3.67,305.5,9.42,13.4,412,50%,9.1%,22.7%
Caitlyn,1,1,0,100%,5,1,8,13,201,9.84,10.7,525,68.4%,26.3%,25.1%
