,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ezreal,6,3,3,50%,2.17,1.33,6,6.13,336.83,9.31,15.1,419,67.1%,17.8%,24%
Kalista,2,1,1,50%,6,1.5,4.5,7,337.5,9.35,15.5,430,70%,40%,24%
Varus,2,1,1,50%,1,1.5,7,5.33,291.5,8.66,12.8,380,69.6%,8.7%,21%
Kai'Sa,1,1,0,100%,3,0,7,10,279,9.99,12.3,439,58.8%,17.6%,21.5%
Lucian,1,1,0,100%,2,1,12,14,373,8.97,17.8,429,66.7%,9.5%,22.7%
Sona,1,1,0,100%,1,2,10,5.5,134,3.85,11.3,325,78.6%,7.1%,18.3%
Vayne,1,0,1,0%,1,1,2,3,220,8.18,9.1,340,60%,20%,23%
