,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Cassiopeia,4,4,0,100%,2.75,1,4.25,7,319.75,10.06,14.1,442,51.9%,20.4%,23.9%
Diana,4,3,1,75%,3.75,3,4.25,2.67,298.5,9.12,13.9,426,50.8%,23.8%,23.8%
Syndra,3,3,0,100%,5,1,4,9,309.67,9.64,14.3,445,60%,33.3%,24.6%
Akali,1,1,0,100%,4,2,3,3.5,265,8.95,12.3,415,41.2%,23.5%,21.2%
Viktor,1,1,0,100%,3,3,6,3,191,7.51,9.8,387,50%,16.7%,19.9%
Ziggs,1,0,1,0%,1,3,4,1.67,326,10.6,12.7,412,100%,20%,23.9%
