,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aphelios,4,1,3,25%,3,2.5,3,2.4,370.5,9.6,16.2,421,55.8%,27.9%,25.6%
Varus,3,2,1,66.7%,2.67,0.67,6.33,13.5,319.33,9.61,13.9,419,73%,21.6%,23.4%
Xayah,2,2,0,100%,3,3,6,3,329.5,9.64,14.9,435,54.5%,18.2%,24.1%
Kalista,1,0,1,0%,1,3,2,1,308,7.85,14,357,27.3%,9.1%,21.4%
