,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,1,1,0,100%,3,1,4,7,296,8.51,14.6,419,53.8%,23.1%,21.6%
Camille,1,1,0,100%,1,2,7,4,252,7.77,12.1,372,47.1%,5.9%,18.6%
Gangplank,1,1,0,100%,1,2,4,2.5,459,9.51,20.4,424,62.5%,12.5%,24.8%
Gragas,1,0,1,0%,1,1,3,4,300,7.29,14.6,355,40%,10%,20.9%
Jax,1,0,1,0%,1,3,0,0.33,243,8.81,9.9,357,25%,25%,23.3%
