,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Kai'Sa,2,1,1,50%,4.5,1,2.5,7,324.5,9.6,14.6,433,87.5%,56.3%,24.6%
Jinx,1,0,1,0%,4,2,4,4,642,11.65,27.5,499,66.7%,33.3%,28.1%
Xayah,1,0,1,0%,1,4,4,1.25,264,8.48,10.6,340,100%,20%,22.5%
