,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Xayah,7,1,6,14.3%,2.29,1.86,3,2.85,308.86,9.69,12.8,401,74%,32%,24%
Sivir,3,0,3,0%,1.33,1,2.33,3.67,410.33,10.81,15.6,412,61.1%,22.2%,25.6%
Caitlyn,2,1,1,50%,2,1.5,1,2,232,8.66,10.2,382,50%,33.3%,22.4%
Kai'Sa,2,1,1,50%,3.5,1.5,7.5,7.33,350.5,9.55,16.2,442,73.3%,23.3%,24.3%
Ezreal,1,1,0,100%,3,1,6,9,414,9.44,18.5,421,60%,20%,22.7%
Sona,1,1,0,100%,2,1,11,13,125,4.5,10.3,369,92.9%,14.3%,19.1%
Lucian,1,0,1,0%,1,0,0,1,290,9.76,11,372,16.7%,16.7%,23.4%
Tristana,1,0,1,0%,1,2,3,2,407,11.05,15,406,57.1%,14.3%,24.2%
