,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Leona,2,1,1,50%,1,5.5,10.5,2.09,40,1.18,7.9,233,62.2%,5.4%,12.8%
Alistar,1,1,0,100%,2,5,13,3,38,1.18,8.8,273,65.2%,8.7%,13.4%
Braum,1,1,0,100%,1,2,25,13,45,1.22,10.3,278,92.9%,3.6%,13.9%
Thresh,1,1,0,100%,0,4,9,2.25,41,1.33,7.1,230,81.8%,0%,12.8%
