,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lucian,3,3,0,100%,6.67,1,7.67,14.33,262,8.96,14,479,75.4%,35.1%,24.8%
Sivir,3,1,2,33.3%,5,2,8.33,6.67,348.33,10,15.7,452,87%,32.6%,26.4%
Ezreal,2,1,1,50%,2,1,7.5,9.5,260.5,9.32,12.6,453,65.5%,13.8%,23.9%
Sona,1,1,0,100%,3,1,5,8,109,4.22,10,389,66.7%,25%,20.5%
Varus,1,1,0,100%,3,1,9,12,303,10.18,13.4,452,70.6%,17.6%,22.7%
Xayah,1,1,0,100%,6,4,9,3.75,307,8.61,16.3,456,75%,30%,24.4%
Yasuo,1,1,0,100%,9,4,2,2.75,372,9.96,18.5,496,64.7%,52.9%,24.9%
Caitlyn,1,0,1,0%,0,4,3,0.75,260,7.91,10.4,316,25%,0%,19.9%
Kai'Sa,1,0,1,0%,4,7,6,1.43,396,8.46,19.4,415,76.9%,30.8%,23.7%
