,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ezreal,3,2,1,66.7%,4,2.67,5,3.38,309.67,9.38,14.9,452,57.4%,25.5%,23.7%
Sivir,3,1,2,33.3%,2.33,1.67,5.33,4.6,286.33,9.59,12.1,406,79.3%,24.1%,23.7%
Lucian,1,1,0,100%,5,1,3,8,278,9.23,13.7,453,57.1%,35.7%,22.6%
