,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ezreal,5,1,4,20%,4.2,1.8,4.8,5,359.8,9.82,16.6,452,68.2%,31.8%,25.2%
Lucian,4,3,1,75%,2.75,2.5,5,3.1,311.5,9.07,14.5,422,66%,23.4%,22.9%
Xayah,4,3,1,75%,5.5,1.25,5.75,9,319,9.65,15.2,459,66.2%,32.4%,24.8%
Kai'Sa,2,2,0,100%,8,2,7,7.5,301,8.95,15.5,462,73.2%,39%,23.1%
Sivir,1,1,0,100%,10,0,8,18,324,11.61,16,574,72%,40%,27.3%
Tristana,1,1,0,100%,6,1,4,10,342,11.19,15.7,513,71.4%,42.9%,24.9%
Yasuo,1,0,1,0%,2,5,1,0.6,251,9.72,10.8,420,100%,66.7%,27.9%
