,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Akali,1,1,0,100%,4,1,8,12,227,8.33,11.7,428,63.2%,21.1%,21.5%
Lissandra,1,1,0,100%,5,2,8,6.5,261,8.16,13.9,434,76.5%,29.4%,21.7%
LeBlanc,1,0,1,0%,0,4,2,0.5,203,6.75,8.6,286,25%,0%,18%
Ryze,1,0,1,0%,3,3,4,2.33,354,8.86,16.3,409,58.3%,25%,22.8%
Syndra,1,0,1,0%,4,4,5,2.25,328,7.38,17.3,389,64.3%,28.6%,22.3%
