,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Sett,5,2,3,40%,0.8,2.4,5,2.42,155.6,4.51,9.5,275,67.4%,9.3%,16.4%
Volibear,3,2,1,66.7%,2.67,2,5.33,4,165,4.87,10.3,304,66.7%,22.2%,17.1%
Trundle,2,1,1,50%,1,1.5,5,4,168,5.33,9.4,298,57.1%,9.5%,17.8%
Gragas,2,0,2,0%,2,2,5,3.5,163,3.8,11.6,270,70%,20%,16.5%
Kha'Zix,2,0,2,0%,3,2,3,3,192,4.94,11.7,300,75%,37.5%,18.8%
Jarvan IV,1,1,0,100%,0,0,11,11,189,5.3,11.5,322,84.6%,0%,17.8%
Karthus,1,0,1,0%,2,5,3,1,224,7.42,11,364,62.5%,25%,21.9%
Rek'Sai,1,0,1,0%,2,3,2,1.33,154,5.6,9,327,44.4%,22.2%,18.9%
Sejuani,1,0,1,0%,0,2,4,2,152,4.34,8.6,246,80%,0%,16.2%
