,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Irelia,4,4,0,100%,5.25,2.25,4.75,4.44,294.75,9.64,14.3,467,61.5%,32.3%,23.5%
Gnar,3,3,0,100%,3,1,5,8,275.33,8.32,13.3,401,66.7%,25%,21.1%
Gangplank,2,1,1,50%,3,4.5,5.5,1.89,391,8.46,20.8,450,68%,24%,24.3%
Aatrox,1,1,0,100%,2,5,9,2.2,343,8.47,16.6,409,55%,10%,22%
Lucian,1,0,1,0%,1,6,1,0.33,288,8.19,13.1,374,50%,25%,23.7%
Pantheon,1,0,1,0%,3,5,7,2,228,5.97,12.3,322,76.9%,23.1%,19.8%
Renekton,1,0,1,0%,0,3,1,0.33,278,8.03,11.6,336,50%,0%,21.1%
