,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Azir,2,1,1,50%,2,3.5,3.5,1.57,327.5,9.08,14.7,407,45.8%,16.7%,23.5%
Orianna,2,1,1,50%,2,2.5,4,2.4,285,8.86,12.1,378,100%,33.3%,23.2%
Lucian,1,1,0,100%,6,3,10,5.33,276,7.8,15.2,428,88.9%,33.3%,23.3%
Syndra,1,0,1,0%,0,2,1,0.5,228,9.31,8.3,339,33.3%,0%,22.3%
Twisted Fate,1,0,1,0%,1,5,3,0.8,196,7.11,9.7,354,80%,20%,21.9%
