,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Bard,2,1,1,50%,0,2,4,2,34.5,1.03,7.4,222,34.8%,0%,12.6%
Taric,2,0,2,0%,0,3.5,3,0.86,28,1.06,5.3,201,85.7%,0%,13%
Lulu,1,1,0,100%,1,2,8,4.5,17,0.47,8.4,233,56.3%,6.3%,13.1%
Thresh,1,1,0,100%,0,1,10,10,41,0.85,11.1,229,66.7%,0%,11.8%
Zilean,1,1,0,100%,0,1,9,9,34,1.19,7.3,255,69.2%,0%,13.9%
Blitzcrank,1,0,1,0%,0,5,7,1.4,35,1,7.1,203,70%,0%,11.8%
Morgana,1,0,1,0%,0,4,5,1.25,39,1.03,8.8,232,50%,0%,13%
Rakan,1,0,1,0%,0,2,3,1.5,29,1.04,5.4,194,50%,0%,12.1%
Senna,1,0,1,0%,2,4,8,2.5,43,1.22,8.9,252,66.7%,13.3%,14.4%
