,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Senna,3,1,2,33.3%,2.67,1.33,3.67,4.75,257,8.4,11.6,379,76%,32%,23%
Ashe,1,1,0,100%,9,0,4,13,302,10.29,15.1,515,61.9%,42.9%,26.7%
Caitlyn,1,1,0,100%,6,0,5,11,373,9.81,17.4,458,84.6%,46.2%,26.2%
Kalista,1,1,0,100%,4,1,11,15,293,9.55,14,456,75%,20%,23.9%
Xayah,1,0,1,0%,3,1,7,10,362,10.08,15.7,438,90.9%,27.3%,25.9%
