,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Elise,2,0,2,0%,3.5,6,3.5,1.17,175.5,5.16,11.5,338,66.7%,33.3%,19.1%
Ekko,1,1,0,100%,3,2,7,5,161,5.76,10.7,382,90.9%,27.3%,20.6%
