,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,5,2,3,40%,2,3.2,3.4,1.69,272,8.49,12.2,382,56.3%,20.8%,22.3%
Rumble,2,1,1,50%,0,4.5,4,0.89,216.5,7.19,9.8,325,44.4%,0%,19.4%
Quinn,1,1,0,100%,4,1,6,10,314,9.42,15.2,457,58.8%,23.5%,23.5%
Vladimir,1,1,0,100%,2,3,9,3.67,388,9.03,17.5,407,84.6%,15.4%,23.7%
