,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lee Sin,8,5,3,62.5%,5.25,2.25,7.5,5.67,169.38,5.71,11.4,384,81.6%,33.6%,21%
Jarvan IV,6,3,3,50%,1.5,1.83,6.17,4.18,174.67,5.49,10.1,316,83.6%,16.4%,18.5%
Sejuani,5,3,2,60%,3.2,2,9,6.1,217.2,6.15,12.2,347,76.3%,20%,19.2%
Elise,5,1,4,20%,3,3,6.4,3.13,183.6,5.43,11.2,332,71.2%,22.7%,19.4%
Gragas,3,1,2,33.3%,2.33,2.33,6,3.57,167.67,4.75,10.4,294,67.6%,18.9%,18.1%
Olaf,3,1,2,33.3%,5.67,4.67,7.33,2.79,193.67,5.59,12.8,368,73.6%,32.1%,20.4%
Rek'Sai,3,0,3,0%,2.33,2.67,3.67,2.25,182.33,5.31,10.6,309,66.7%,25.9%,19%
Trundle,3,0,3,0%,2,4.67,3.67,1.21,157.33,5.03,9.5,304,77.3%,27.3%,19.1%
Kindred,2,1,1,50%,3.5,2,3.5,3.5,213,5.93,12.2,340,53.8%,26.9%,19.8%
