,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Viktor,1,1,0,100%,3,2,13,8,221,8.61,11.8,458,64%,12%,21.2%
Lucian,1,0,1,0%,1,3,0,0.33,222,8.08,9.2,337,33.3%,33.3%,22.6%
Orianna,1,0,1,0%,0,2,3,1.5,268,8.81,10.3,339,75%,0%,21.7%
