,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Graves,6,4,2,66.7%,5.67,3,6,3.89,269,7.22,14.6,393,73.7%,35.8%,21.7%
Sett,2,1,1,50%,1.5,4.5,4.5,1.33,148,4.73,9.2,293,85.7%,21.4%,18.7%
Lee Sin,2,0,2,0%,4,6,4.5,1.42,149,4.81,9.6,311,70.8%,33.3%,18.5%
Sejuani,1,0,1,0%,0,4,4,1,151,5.09,8.4,282,80%,0%,17.2%
