,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jarvan IV,2,1,1,50%,1,5.5,8.5,1.73,141,4.63,9.5,311,73.1%,7.7%,18.2%
Sejuani,1,0,1,0%,0,2,3,1.5,185,4.66,10.5,264,75%,0%,16.7%
