,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,3,0,3,0%,0.67,2.33,2,1.14,217,7.5,9.1,315,80%,20%,21.3%
Ornn,2,1,1,50%,1.5,3,4,1.83,236,7.06,10.9,327,55%,15%,19.9%
Sett,2,1,1,50%,3,2.5,7.5,4.2,286,6.89,15.6,377,52.5%,15%,21.4%
Gangplank,1,0,1,0%,2,4,1,0.75,242,8.63,10.7,382,100%,66.7%,25.2%
