,result,kills,deaths,dragons,elders,heralds,barons,goldat15,golddiffat15
685,0,11,19,1.0,0.0,1.0,0.0,25730.0,-500.0
686,1,14,13,4.0,0.0,2.0,1.0,27035.0,2643.0
687,0,13,14,3.0,0.0,0.0,1.0,24392.0,-2643.0
688,1,12,8,1.0,0.0,2.0,0.0,28611.0,5627.0
689,0,8,12,1.0,0.0,0.0,0.0,22984.0,-5627.0
690,1,16,17,2.0,0.0,1.0,1.0,24188.0,-3059.0
691,0,17,16,4.0,0.0,1.0,1.0,27247.0,3059.0
692,0,8,21,1.0,0.0,0.0,0.0,24220.0,-2400.0
693,1,21,8,4.0,0.0,2.0,1.0,26620.0,2400.0
694,0,6,17,1.0,0.0,2.0,0.0,22497.0,-2921.0
695,1,17,8,4.0,0.0,1.0,1.0,25376.0,2604.0
696,1,10,4,4.0,0.0,0.0,2.0,22182.0,-2517.0
697,0,4,18,0.0,0.0,0.0,0.0,22419.0,-2209.0
698,1,18,5,5.0,1.0,2.0,1.0,24628.0,2209.0
699,0,10,19,0.0,0.0,1.0,0.0,24737.0,813.0
700,1,19,10,4.0,0.0,0.0,1.0,23924.0,-813.0
701,1,17,7,3.0,0.0,2.0,1.0,27015.0,2545.0
702,0,7,17,1.0,0.0,0.0,0.0,24470.0,-2545.0
703,0,2,17,0.0,0.0,0.0,0.0,21341.0,-8029.0
704,1,17,2,3.0,0.0,2.0,1.0,29370.0,8029.0
705,1,21,1,4.0,0.0,2.0,1.0,28281.0,6018.0
706,0,1,21,0.0,0.0,0.0,0.0,22263.0,-6018.0
707,1,13,5,4.0,0.0,1.0,1.0,23424.0,1201.0
708,0,5,13,1.0,0.0,1.0,0.0,22223.0,-1201.0
709,1,13,1,3.0,0.0,2.0,1.0,25465.0,2523.0
710,0,1,13,1.0,0.0,0.0,0.0,22942.0,-2523.0
711,0,11,21,2.0,0.0,2.0,0.0,24466.0,172.0
712,1,21,11,2.0,0.0,0.0,1.0,24294.0,-172.0
713,1,21,10,4.0,0.0,1.0,0.0,26458.0,2804.0
714,0,10,21,1.0,0.0,1.0,0.0,23654.0,-2804.0
715,0,3,14,1.0,0.0,0.0,0.0,23339.0,-820.0
716,1,14,3,3.0,0.0,1.0,1.0,24159.0,820.0
717,1,15,6,4.0,0.0,2.0,1.0,28731.0,7364.0
718,0,6,15,0.0,0.0,0.0,0.0,21367.0,-7364.0
719,0,3,22,2.0,0.0,2.0,1.0,22738.0,-1090.0
720,1,22,3,3.0,0.0,0.0,0.0,23828.0,1090.0
721,1,13,9,5.0,1.0,1.0,2.0,23172.0,310.0
722,0,9,13,2.0,0.0,1.0,1.0,22862.0,-310.0
723,0,0,12,0.0,0.0,1.0,0.0,22349.0,-1471.0
724,1,12,0,5.0,1.0,1.0,1.0,23820.0,1471.0
725,0,9,11,1.0,0.0,1.0,0.0,25123.0,702.0
726,1,11,9,4.0,0.0,1.0,1.0,24421.0,-702.0
727,1,25,8,1.0,0.0,0.0,1.0,26775.0,2386.0
728,0,8,25,2.0,0.0,1.0,0.0,24389.0,-2386.0
729,0,12,17,1.0,0.0,1.0,2.0,23131.0,-926.0
730,1,17,12,5.0,1.0,1.0,0.0,24057.0,926.0
731,0,5,12,2.0,0.0,2.0,0.0,24680.0,817.0
732,1,12,5,3.0,0.0,0.0,0.0,23863.0,-817.0
733,0,4,12,3.0,0.0,0.0,0.0,22835.0,-3131.0
734,1,12,4,3.0,0.0,2.0,2.0,25966.0,3131.0
735,1,16,3,0.0,0.0,2.0,1.0,24969.0,2575.0
736,0,3,16,4.0,0.0,0.0,0.0,22394.0,-2575.0
737,1,18,4,4.0,0.0,1.0,1.0,24387.0,3673.0
738,1,17,4,2.0,0.0,2.0,1.0,25098.0,1642.0
739,1,25,7,4.0,0.0,1.0,2.0,25648.0,3093.0
740,0,7,25,0.0,0.0,1.0,0.0,22555.0,-3093.0
741,0,3,13,1.0,0.0,1.0,0.0,23122.0,-908.0
742,1,13,3,4.0,0.0,1.0,2.0,24030.0,908.0
743,0,11,19,3.0,0.0,1.0,0.0,24592.0,1292.0
744,1,19,11,3.0,0.0,1.0,1.0,23300.0,-1292.0
745,0,16,23,3.0,0.0,1.0,0.0,25395.0,1465.0
746,1,23,16,1.0,0.0,1.0,1.0,23930.0,-1465.0
747,1,27,12,4.0,0.0,1.0,1.0,25707.0,1141.0
748,0,12,27,0.0,0.0,1.0,0.0,24566.0,-1141.0
749,0,8,29,1.0,0.0,1.0,1.0,23321.0,451.0
750,1,29,8,5.0,1.0,0.0,1.0,22870.0,-451.0
751,0,31,27,3.0,0.0,1.0,1.0,26048.0,-1430.0
752,1,27,31,3.0,0.0,1.0,1.0,27478.0,1430.0
753,1,24,7,4.0,0.0,1.0,1.0,27503.0,4753.0
754,0,7,24,0.0,0.0,1.0,0.0,22750.0,-4753.0
755,1,25,4,2.0,0.0,2.0,1.0,28320.0,6328.0
756,0,4,25,1.0,0.0,0.0,0.0,21992.0,-6328.0
757,1,17,7,4.0,0.0,1.0,1.0,23597.0,459.0
758,0,7,17,2.0,0.0,1.0,0.0,23138.0,-459.0
759,1,16,4,2.0,0.0,2.0,0.0,31334.0,9979.0
760,0,4,16,1.0,0.0,0.0,0.0,21355.0,-9979.0
761,0,7,16,0.0,0.0,2.0,0.0,24636.0,432.0
762,1,16,7,5.0,1.0,0.0,1.0,24204.0,-432.0
763,1,12,3,4.0,0.0,2.0,0.0,26819.0,4545.0
764,0,3,12,0.0,0.0,0.0,0.0,22274.0,-4545.0
765,1,29,14,3.0,0.0,1.0,2.0,24465.0,-727.0
766,0,14,29,1.0,0.0,1.0,0.0,25192.0,727.0
767,1,12,4,3.0,0.0,0.0,1.0,25213.0,1872.0
768,0,4,12,3.0,0.0,2.0,1.0,23341.0,-1872.0
769,0,4,16,0.0,0.0,1.0,0.0,22341.0,-2881.0
770,1,16,4,4.0,0.0,1.0,0.0,25222.0,2881.0
771,0,8,18,2.0,0.0,2.0,0.0,25907.0,2114.0
772,1,18,8,3.0,0.0,0.0,1.0,23793.0,-2114.0
773,1,18,7,3.0,0.0,1.0,1.0,26743.0,1948.0
774,0,7,18,1.0,0.0,1.0,0.0,24795.0,-1948.0
775,1,22,15,3.0,0.0,2.0,2.0,25399.0,881.0
776,0,15,22,3.0,0.0,0.0,0.0,24518.0,-881.0
777,0,5,18,1.0,0.0,2.0,0.0,23653.0,-1423.0
778,1,13,2,2.0,0.0,2.0,1.0,23526.0,542.0
779,1,21,11,5.0,1.0,2.0,2.0,23881.0,281.0
780,1,11,8,2.0,0.0,2.0,0.0,22801.0,-135.0
781,0,8,11,2.0,0.0,0.0,0.0,22936.0,135.0
782,1,14,4,3.0,0.0,1.0,1.0,24882.0,2463.0
783,0,4,14,2.0,0.0,1.0,0.0,22419.0,-2463.0
784,0,13,22,2.0,0.0,1.0,0.0,23834.0,1023.0
785,1,22,13,4.0,0.0,1.0,2.0,22811.0,-1023.0
786,1,16,4,5.0,1.0,2.0,1.0,25099.0,902.0
787,0,4,16,0.0,0.0,0.0,0.0,24197.0,-902.0
788,0,7,18,0.0,0.0,1.0,1.0,22192.0,-4024.0
789,1,18,7,3.0,0.0,1.0,0.0,26216.0,4024.0
790,1,17,14,3.0,2.0,2.0,1.0,23248.0,-763.0
791,0,14,17,4.0,0.0,0.0,1.0,24011.0,763.0
792,0,4,17,2.0,0.0,0.0,0.0,24327.0,-515.0
793,1,17,4,3.0,0.0,2.0,1.0,24842.0,515.0
794,0,2,15,3.0,0.0,1.0,0.0,22459.0,-1519.0
795,1,15,2,2.0,0.0,1.0,0.0,23978.0,1519.0
796,0,3,16,0.0,0.0,0.0,0.0,22893.0,-1304.0
797,1,16,3,4.0,0.0,2.0,1.0,24197.0,1304.0
798,0,5,21,0.0,0.0,1.0,0.0,23076.0,-1562.0
799,1,21,5,4.0,0.0,1.0,0.0,24638.0,1562.0
800,1,25,13,3.0,0.0,2.0,1.0,26758.0,2121.0
801,0,13,25,1.0,0.0,0.0,0.0,24637.0,-2121.0
802,0,12,20,0.0,0.0,1.0,0.0,25792.0,-1007.0
803,1,20,12,4.0,0.0,1.0,0.0,26799.0,1007.0
804,0,4,18,2.0,0.0,1.0,0.0,23422.0,-2696.0
805,1,18,4,2.0,0.0,1.0,1.0,26118.0,2696.0
806,0,2,14,0.0,0.0,0.0,0.0,21273.0,-5050.0
807,1,14,3,3.0,0.0,1.0,1.0,26323.0,5050.0
808,1,15,4,4.0,0.0,2.0,1.0,24793.0,1014.0
809,1,13,4,3.0,0.0,1.0,1.0,24404.0,892.0
810,1,24,16,3.0,0.0,2.0,2.0,25347.0,732.0
811,0,16,24,2.0,0.0,0.0,0.0,24615.0,-732.0
812,1,19,7,4.0,0.0,2.0,2.0,28942.0,6941.0
813,0,7,20,1.0,0.0,0.0,0.0,22001.0,-6941.0
814,1,23,12,3.0,0.0,2.0,1.0,27317.0,2943.0
815,0,12,23,1.0,0.0,0.0,0.0,24374.0,-2943.0
816,1,21,10,4.0,0.0,0.0,1.0,27906.0,3867.0
817,0,10,21,1.0,0.0,2.0,0.0,24039.0,-3867.0
818,1,23,12,1.0,0.0,0.0,1.0,27347.0,2056.0
819,0,12,23,3.0,0.0,2.0,0.0,25291.0,-2056.0
820,1,20,3,0.0,0.0,2.0,0.0,28424.0,6274.0
821,0,3,20,2.0,0.0,0.0,0.0,22150.0,-6274.0
822,0,9,26,0.0,0.0,1.0,0.0,25640.0,-2032.0
823,1,26,9,4.0,0.0,1.0,1.0,27672.0,2032.0
824,1,15,7,4.0,0.0,1.0,1.0,24388.0,1344.0
825,0,7,15,3.0,0.0,1.0,2.0,23044.0,-1344.0
826,0,13,36,0.0,0.0,0.0,1.0,24247.0,-7400.0
827,1,36,13,5.0,1.0,2.0,1.0,31647.0,7400.0
828,1,12,4,5.0,1.0,2.0,0.0,25686.0,1810.0
829,0,4,12,1.0,0.0,0.0,2.0,23876.0,-1810.0
830,1,18,12,5.0,1.0,2.0,1.0,25013.0,77.0
831,0,12,18,0.0,0.0,0.0,0.0,24936.0,-77.0
832,1,11,1,4.0,0.0,2.0,0.0,25227.0,2201.0
833,0,1,11,1.0,0.0,0.0,0.0,23026.0,-2201.0
834,0,2,17,0.0,0.0,0.0,0.0,21662.0,-6670.0
835,1,17,2,3.0,0.0,2.0,1.0,28332.0,6670.0
836,1,16,6,4.0,0.0,2.0,1.0,25345.0,2261.0
837,0,6,16,2.0,0.0,0.0,0.0,23084.0,-2261.0
838,0,7,15,2.0,0.0,2.0,0.0,27058.0,4201.0
839,1,15,7,4.0,0.0,0.0,2.0,22857.0,-4201.0
840,1,6,4,2.0,0.0,2.0,1.0,24194.0,694.0
841,0,4,6,4.0,0.0,0.0,0.0,23500.0,-694.0
842,1,15,6,3.0,0.0,1.0,0.0,24560.0,728.0
843,0,6,15,1.0,0.0,1.0,0.0,23832.0,-728.0
844,1,14,12,2.0,1.0,0.0,1.0,20932.0,-1556.0
845,0,12,14,4.0,0.0,2.0,0.0,22488.0,1556.0
846,0,12,31,1.0,0.0,1.0,0.0,23043.0,-2454.0
847,1,31,12,4.0,0.0,1.0,2.0,25497.0,2454.0
848,1,13,4,4.0,0.0,2.0,1.0,25387.0,3263.0
849,0,4,13,1.0,1.0,0.0,0.0,22124.0,-3263.0
850,0,4,13,0.0,0.0,2.0,0.0,24331.0,-435.0
851,1,13,4,5.0,1.0,0.0,1.0,24766.0,435.0
852,0,8,19,0.0,0.0,2.0,0.0,24360.0,-3622.0
853,1,19,8,4.0,0.0,0.0,1.0,27982.0,3622.0
854,1,22,11,4.0,0.0,0.0,1.0,24959.0,588.0
855,0,11,22,1.0,0.0,1.0,0.0,24371.0,-588.0
856,1,18,6,2.0,0.0,1.0,2.0,21849.0,-1651.0
857,0,6,18,2.0,0.0,1.0,0.0,23500.0,1651.0
858,1,9,0,2.0,0.0,2.0,1.0,23975.0,849.0
859,0,0,9,1.0,0.0,0.0,0.0,23126.0,-849.0
860,0,6,7,3.0,0.0,1.0,0.0,24668.0,965.0
861,1,7,6,3.0,0.0,1.0,1.0,23703.0,-965.0
862,0,5,20,1.0,0.0,2.0,0.0,23252.0,-2990.0
863,0,4,19,1.0,0.0,0.0,0.0,22071.0,-5847.0
864,1,19,4,3.0,0.0,2.0,1.0,27918.0,5847.0
865,1,19,11,6.0,2.0,1.0,2.0,23841.0,-388.0
866,1,14,11,3.0,0.0,0.0,1.0,22534.0,-2146.0
867,0,11,14,2.0,0.0,2.0,1.0,24680.0,2146.0
868,1,24,2,2.0,0.0,2.0,1.0,27560.0,3204.0
869,1,25,22,3.0,0.0,2.0,0.0,26191.0,2333.0
870,0,22,25,3.0,0.0,0.0,1.0,23858.0,-2333.0
871,0,10,25,0.0,0.0,2.0,0.0,23681.0,-1208.0
872,1,25,10,5.0,1.0,0.0,1.0,24889.0,1208.0
873,1,25,15,3.0,0.0,2.0,1.0,32644.0,7000.0
874,0,15,25,0.0,0.0,0.0,0.0,25644.0,-7000.0
875,0,6,23,2.0,0.0,1.0,0.0,23422.0,-2106.0
876,1,23,6,2.0,0.0,1.0,0.0,25528.0,2106.0
877,0,10,24,2.0,0.0,1.0,0.0,23786.0,-718.0
878,1,24,10,3.0,0.0,0.0,1.0,24504.0,718.0
879,1,18,4,4.0,0.0,2.0,0.0,24881.0,2761.0
880,0,4,18,0.0,0.0,0.0,0.0,22120.0,-2761.0
881,1,20,5,4.0,0.0,1.0,1.0,23625.0,1172.0
882,0,5,20,1.0,0.0,1.0,0.0,22453.0,-1172.0
883,0,4,12,1.0,0.0,0.0,0.0,22531.0,-5341.0
884,1,12,4,3.0,0.0,2.0,1.0,27872.0,5341.0
885,0,8,19,0.0,0.0,2.0,0.0,24020.0,1189.0
886,1,19,8,5.0,1.0,0.0,2.0,22831.0,-1189.0
887,1,28,12,1.0,0.0,2.0,0.0,31595.0,7246.0
888,0,12,28,0.0,0.0,0.0,0.0,24349.0,-7246.0
889,1,11,6,4.0,0.0,2.0,1.0,25211.0,830.0
890,0,6,11,0.0,0.0,0.0,0.0,24381.0,-830.0
891,1,18,6,5.0,1.0,2.0,1.0,25355.0,3370.0
892,0,6,18,0.0,0.0,0.0,0.0,21985.0,-3370.0
893,1,11,8,2.0,0.0,2.0,0.0,27055.0,4795.0
894,0,8,11,2.0,0.0,0.0,0.0,22260.0,-4795.0
895,0,4,13,2.0,0.0,1.0,0.0,23017.0,-872.0
896,1,13,4,4.0,0.0,1.0,1.0,23889.0,872.0
897,1,22,7,4.0,0.0,2.0,1.0,25255.0,966.0
898,0,7,22,1.0,0.0,0.0,0.0,24289.0,-966.0
899,1,7,1,1.0,0.0,2.0,1.0,22808.0,740.0
900,0,1,7,2.0,0.0,0.0,0.0,22068.0,-740.0
901,1,15,8,3.0,0.0,1.0,1.0,24585.0,-2187.0
902,0,8,15,2.0,0.0,1.0,0.0,26772.0,2187.0
903,1,15,5,1.0,0.0,1.0,1.0,25381.0,1854.0
904,0,5,15,3.0,0.0,1.0,0.0,23527.0,-1854.0
905,1,27,17,2.0,0.0,0.0,2.0,24767.0,-3098.0
906,0,17,27,4.0,0.0,2.0,1.0,27865.0,3098.0
907,1,24,9,3.0,0.0,2.0,1.0,26658.0,2651.0
908,0,9,24,2.0,0.0,0.0,0.0,24007.0,-2651.0
909,1,19,9,3.0,0.0,1.0,1.0,24483.0,-685.0
910,0,9,19,1.0,0.0,1.0,0.0,25168.0,685.0
911,0,3,16,3.0,0.0,0.0,0.0,22539.0,-3367.0
912,1,16,3,2.0,0.0,2.0,1.0,25906.0,3367.0
913,1,19,7,3.0,0.0,2.0,1.0,27711.0,4717.0
914,0,7,19,1.0,0.0,0.0,0.0,22994.0,-4717.0
915,0,4,12,1.0,0.0,0.0,0.0,22548.0,-4385.0
916,1,12,4,4.0,0.0,2.0,1.0,26933.0,4385.0
917,1,14,10,3.0,0.0,1.0,1.0,25685.0,2657.0
918,0,10,14,1.0,0.0,1.0,0.0,23028.0,-2657.0
919,0,8,13,2.0,0.0,1.0,1.0,23989.0,240.0
920,1,13,8,3.0,0.0,1.0,1.0,23749.0,-240.0
921,1,19,5,3.0,0.0,2.0,1.0,26095.0,3577.0
922,0,5,19,2.0,0.0,0.0,0.0,22518.0,-3577.0
923,1,16,4,3.0,0.0,1.0,1.0,24329.0,734.0
924,0,4,16,1.0,0.0,0.0,0.0,23595.0,-734.0
925,0,9,15,2.0,0.0,2.0,0.0,23346.0,-1862.0
926,1,15,9,3.0,0.0,0.0,1.0,25208.0,1862.0
927,1,26,7,3.0,0.0,2.0,1.0,26535.0,4085.0
928,0,7,26,2.0,0.0,0.0,0.0,22450.0,-4085.0
929,0,2,18,2.0,0.0,2.0,0.0,22547.0,-696.0
930,1,18,2,4.0,0.0,0.0,2.0,23243.0,696.0
931,0,19,21,2.0,0.0,1.0,0.0,25213.0,-979.0
932,1,21,19,3.0,0.0,1.0,1.0,26192.0,979.0
933,1,13,8,4.0,0.0,2.0,1.0,24976.0,2188.0
934,0,8,13,3.0,0.0,0.0,0.0,22788.0,-2188.0
935,1,21,16,5.0,1.0,2.0,1.0,24289.0,847.0
936,0,16,21,0.0,0.0,0.0,1.0,23442.0,-847.0
937,1,20,7,4.0,0.0,2.0,1.0,24464.0,2505.0
938,0,7,20,0.0,0.0,0.0,0.0,21959.0,-2505.0
939,1,12,6,3.0,0.0,2.0,1.0,26798.0,3997.0
940,0,6,12,3.0,0.0,0.0,0.0,22801.0,-3997.0
941,0,3,16,1.0,0.0,1.0,0.0,24482.0,-493.0
942,1,16,3,4.0,0.0,1.0,1.0,24975.0,493.0
943,0,8,17,3.0,0.0,2.0,0.0,23975.0,651.0
944,1,17,8,2.0,0.0,0.0,2.0,23324.0,-651.0
945,1,11,5,3.0,0.0,1.0,0.0,24373.0,603.0
946,0,5,11,1.0,0.0,1.0,0.0,23770.0,-603.0
947,0,1,16,1.0,0.0,0.0,0.0,21984.0,-4189.0
948,1,16,1,3.0,0.0,2.0,1.0,26173.0,4189.0
949,0,2,18,1.0,0.0,1.0,0.0,24398.0,-1958.0
950,1,18,2,4.0,0.0,0.0,1.0,26356.0,1958.0
951,0,4,35,1.0,0.0,0.0,0.0,22713.0,-7010.0
952,1,35,4,4.0,0.0,2.0,2.0,29723.0,7010.0
953,0,9,19,1.0,0.0,1.0,1.0,24825.0,435.0
954,1,19,9,4.0,0.0,1.0,1.0,24390.0,-435.0
955,0,6,21,0.0,0.0,1.0,0.0,24780.0,-3600.0
956,1,21,6,5.0,1.0,1.0,2.0,28380.0,3600.0
957,0,6,18,1.0,0.0,0.0,0.0,22513.0,-224.0
958,1,18,6,3.0,0.0,2.0,1.0,22737.0,224.0
959,1,15,3,1.0,0.0,1.0,1.0,23014.0,922.0
960,0,3,15,3.0,0.0,1.0,0.0,22092.0,-922.0
961,1,21,16,3.0,0.0,1.0,0.0,23686.0,-2062.0
962,0,16,21,2.0,0.0,1.0,0.0,25748.0,2062.0
963,1,13,10,2.0,0.0,2.0,2.0,25697.0,2830.0
964,0,10,13,3.0,0.0,0.0,0.0,22867.0,-2830.0
965,0,5,14,1.0,0.0,1.0,0.0,22055.0,-2874.0
966,1,13,5,3.0,0.0,1.0,1.0,24929.0,2874.0
967,0,1,12,1.0,0.0,2.0,0.0,23310.0,-1657.0
968,1,12,1,4.0,0.0,0.0,1.0,24967.0,1657.0
969,1,11,6,1.0,0.0,1.0,0.0,24502.0,1051.0
970,0,6,11,3.0,0.0,0.0,0.0,23451.0,-1051.0
971,1,22,12,3.0,0.0,2.0,1.0,25357.0,1228.0
972,0,12,22,1.0,0.0,0.0,0.0,24129.0,-1228.0
973,1,17,4,4.0,0.0,0.0,0.0,27334.0,2377.0
974,0,4,17,0.0,0.0,2.0,1.0,24957.0,-2377.0
975,1,18,15,4.0,0.0,1.0,1.0,25250.0,1530.0
976,0,15,18,2.0,0.0,0.0,0.0,23720.0,-1530.0
977,1,12,9,5.0,1.0,2.0,1.0,24444.0,2812.0
978,0,9,12,0.0,0.0,0.0,0.0,21632.0,-2812.0
979,0,9,19,1.0,0.0,1.0,0.0,25734.0,1146.0
980,1,19,9,4.0,0.0,1.0,1.0,24588.0,-1146.0
981,1,12,3,4.0,0.0,1.0,1.0,26239.0,3518.0
982,0,3,12,0.0,0.0,1.0,0.0,22721.0,-3518.0
983,0,7,11,3.0,0.0,1.0,0.0,24250.0,1636.0
984,0,6,21,1.0,0.0,1.0,0.0,24582.0,39.0
985,1,21,6,4.0,0.0,0.0,1.0,24543.0,-39.0
986,1,14,3,4.0,0.0,2.0,0.0,28516.0,5217.0
987,1,14,2,4.0,0.0,2.0,2.0,24388.0,784.0
988,0,8,9,3.0,0.0,1.0,0.0,24805.0,-147.0
989,1,9,8,2.0,0.0,1.0,1.0,24952.0,147.0
990,1,14,10,4.0,0.0,1.0,1.0,24394.0,-1486.0
991,0,10,15,2.0,0.0,1.0,0.0,25880.0,1486.0
992,0,4,16,1.0,0.0,2.0,0.0,24426.0,2265.0
993,1,16,4,4.0,0.0,0.0,1.0,22161.0,-2265.0
994,0,8,21,0.0,0.0,2.0,0.0,23995.0,-3344.0
995,1,21,8,5.0,1.0,0.0,1.0,27339.0,3344.0
996,1,15,6,3.0,0.0,0.0,1.0,23964.0,736.0
997,0,6,15,3.0,0.0,2.0,0.0,23228.0,-736.0
998,1,21,6,3.0,0.0,2.0,1.0,27130.0,3011.0
999,0,6,21,2.0,0.0,0.0,0.0,24119.0,-3011.0
1000,1,14,0,3.0,0.0,2.0,1.0,26508.0,3968.0
1001,0,0,14,0.0,0.0,0.0,0.0,22540.0,-3968.0
1002,1,20,14,3.0,0.0,1.0,1.0,25463.0,2838.0
1003,0,14,20,3.0,0.0,1.0,1.0,22625.0,-2838.0
1004,1,25,11,3.0,0.0,1.0,1.0,23579.0,375.0
1005,0,11,25,2.0,0.0,1.0,0.0,23204.0,-375.0
1006,0,13,23,4.0,,1.0,0.0,,
1007,1,23,13,1.0,,0.0,2.0,,
1008,0,7,27,0.0,0.0,0.0,0.0,23499.0,-4664.0
1009,1,27,7,4.0,0.0,2.0,1.0,28163.0,4664.0
1010,1,12,2,4.0,0.0,1.0,1.0,24216.0,1273.0
1011,0,1,12,0.0,0.0,1.0,0.0,22943.0,-1273.0
1012,0,4,16,0.0,0.0,1.0,0.0,23492.0,-1740.0
1013,1,16,4,4.0,0.0,1.0,1.0,25232.0,1740.0
1014,1,16,3,2.0,0.0,0.0,1.0,26015.0,1394.0
1015,0,3,16,2.0,0.0,1.0,1.0,24621.0,-1394.0
1016,0,11,9,4.0,0.0,2.0,0.0,23618.0,-638.0
1017,1,9,11,2.0,0.0,0.0,2.0,24256.0,638.0
1018,0,3,15,1.0,0.0,2.0,0.0,24450.0,556.0
1019,1,15,3,4.0,0.0,0.0,1.0,23894.0,-556.0
1020,1,17,5,1.0,0.0,1.0,1.0,27676.0,4757.0
1021,0,4,17,3.0,0.0,1.0,0.0,22919.0,-4757.0
1022,1,18,2,3.0,0.0,2.0,0.0,27349.0,6145.0
1023,0,2,18,1.0,0.0,0.0,0.0,21204.0,-6145.0
1024,0,4,17,2.0,0.0,1.0,0.0,24026.0,-2761.0
1025,1,17,4,3.0,0.0,1.0,2.0,26787.0,2761.0
1026,0,4,23,0.0,,0.0,0.0,,
1027,1,23,4,4.0,,2.0,1.0,,
1028,0,2,14,0.0,0.0,0.0,0.0,23064.0,-3852.0
1029,1,14,2,4.0,0.0,2.0,1.0,26916.0,3852.0
1030,1,17,25,5.0,,2.0,1.0,26311.0,3387.0
1031,0,25,17,2.0,,0.0,2.0,22924.0,-3387.0
1032,0,7,16,1.0,0.0,0.0,0.0,22566.0,-4063.0
1033,1,16,7,4.0,0.0,2.0,1.0,26629.0,4063.0
1034,0,8,16,3.0,0.0,2.0,0.0,24419.0,2145.0
1035,1,16,8,1.0,0.0,0.0,1.0,22274.0,-2145.0
1036,0,3,16,0.0,0.0,2.0,0.0,23802.0,-1190.0
1037,1,16,3,5.0,1.0,0.0,1.0,24992.0,1190.0
1038,1,11,1,4.0,0.0,2.0,1.0,23329.0,1194.0
1039,0,1,11,0.0,0.0,0.0,0.0,22135.0,-1194.0
1040,0,6,21,0.0,0.0,1.0,0.0,24940.0,-2581.0
1041,1,21,6,4.0,0.0,1.0,2.0,27521.0,2581.0
1042,0,6,14,4.0,0.0,2.0,0.0,23359.0,108.0
1043,1,14,6,2.0,0.0,0.0,1.0,23251.0,-108.0
1044,1,11,4,4.0,0.0,1.0,1.0,22579.0,-330.0
1045,0,4,11,3.0,0.0,0.0,1.0,22909.0,330.0
1046,0,10,20,2.0,0.0,0.0,0.0,24968.0,1160.0
1047,1,20,10,3.0,0.0,2.0,2.0,23808.0,-1160.0
1048,1,16,3,4.0,0.0,1.0,0.0,27856.0,5210.0
1049,0,3,16,1.0,0.0,1.0,0.0,22646.0,-5210.0
1050,1,12,6,3.0,0.0,2.0,2.0,25090.0,2960.0
1051,0,6,12,2.0,0.0,0.0,0.0,22130.0,-2960.0
1052,0,6,17,2.0,0.0,0.0,0.0,24032.0,-2691.0
1053,1,17,6,3.0,0.0,2.0,1.0,26723.0,2691.0
1054,0,7,16,1.0,0.0,1.0,0.0,25419.0,137.0
1055,1,16,7,4.0,0.0,1.0,2.0,25282.0,-137.0
1056,0,7,17,0.0,0.0,1.0,0.0,24193.0,-601.0
1057,1,17,7,5.0,1.0,1.0,2.0,24794.0,601.0
1058,1,11,10,5.0,1.0,2.0,2.0,24767.0,2546.0
1059,0,10,11,2.0,0.0,0.0,0.0,22221.0,-2546.0
1060,1,25,18,3.0,0.0,2.0,1.0,27529.0,3172.0
1061,0,18,25,2.0,0.0,0.0,0.0,24357.0,-3172.0
1062,0,4,16,0.0,0.0,1.0,0.0,23926.0,762.0
1063,1,16,4,4.0,0.0,1.0,1.0,23164.0,-762.0
1064,1,20,8,4.0,0.0,1.0,1.0,23657.0,-915.0
1065,0,8,20,0.0,0.0,0.0,0.0,24572.0,915.0
1066,1,30,21,5.0,1.0,2.0,4.0,24769.0,1446.0
1067,0,21,30,2.0,1.0,0.0,1.0,23323.0,-1446.0
1068,1,18,7,5.0,1.0,1.0,2.0,26487.0,2405.0
1069,0,7,18,0.0,0.0,1.0,0.0,24082.0,-2405.0
1070,1,26,9,3.0,0.0,2.0,1.0,28380.0,4087.0
1071,0,9,26,1.0,0.0,0.0,0.0,24293.0,-4087.0
1072,0,7,21,2.0,0.0,2.0,1.0,25564.0,2158.0
1073,1,21,7,4.0,0.0,0.0,0.0,23406.0,-2158.0
1074,1,29,5,5.0,1.0,2.0,2.0,26646.0,3961.0
1075,0,11,20,1.0,0.0,0.0,0.0,25133.0,-848.0
1076,1,20,11,2.0,0.0,2.0,1.0,25981.0,848.0
1077,0,10,17,3.0,0.0,2.0,0.0,24543.0,1854.0
1078,1,17,10,3.0,0.0,0.0,1.0,22689.0,-1854.0
1079,0,4,15,2.0,0.0,1.0,0.0,23051.0,-3752.0
1080,0,5,15,0.0,0.0,0.0,1.0,23330.0,-2099.0
1081,1,15,5,5.0,1.0,2.0,1.0,25429.0,2099.0
1082,0,13,27,0.0,0.0,1.0,0.0,24523.0,-1361.0
1083,1,9,3,2.0,0.0,1.0,1.0,23972.0,2642.0
1084,0,3,9,3.0,0.0,0.0,0.0,21330.0,-2642.0
1085,1,17,16,3.0,0.0,2.0,1.0,25465.0,1619.0
1086,0,16,17,2.0,0.0,0.0,0.0,23846.0,-1619.0
1087,0,18,27,3.0,0.0,0.0,1.0,23125.0,-2576.0
1088,1,27,18,3.0,0.0,2.0,1.0,25701.0,2576.0
1089,0,8,19,2.0,0.0,1.0,0.0,23504.0,-1510.0
1090,1,19,8,2.0,0.0,1.0,1.0,25014.0,1510.0
1091,1,24,18,2.0,0.0,2.0,0.0,30417.0,4489.0
