,result,kills,deaths,dragons,elders,heralds,barons,goldat15,golddiffat15
1870,0,11,19,2.0,0.0,1.0,0.0,24796.0,-238.0
1871,1,19,11,3.0,0.0,1.0,2.0,25034.0,238.0
1872,0,7,21,2.0,0.0,0.0,0.0,24525.0,-2252.0
1873,1,21,7,3.0,0.0,2.0,2.0,26777.0,2252.0
1874,1,15,3,4.0,0.0,2.0,1.0,27074.0,4047.0
1875,0,3,15,0.0,0.0,0.0,0.0,23027.0,-4047.0
1876,1,11,2,2.0,0.0,1.0,1.0,24430.0,2963.0
1877,0,2,11,2.0,0.0,1.0,0.0,21467.0,-2963.0
1878,0,7,18,2.0,0.0,2.0,1.0,23770.0,-1479.0
1879,1,18,7,4.0,0.0,0.0,2.0,25249.0,1479.0
1880,0,5,14,1.0,0.0,0.0,0.0,22257.0,-6373.0
1881,1,14,5,2.0,0.0,2.0,1.0,28630.0,6373.0
1882,1,26,12,4.0,0.0,1.0,1.0,24387.0,302.0
1883,0,12,26,1.0,0.0,1.0,1.0,24085.0,-302.0
1884,1,17,6,4.0,0.0,2.0,2.0,26314.0,2394.0
1885,0,6,17,1.0,0.0,0.0,0.0,23920.0,-2394.0
1886,1,9,3,3.0,0.0,1.0,2.0,26203.0,3121.0
1887,0,3,9,4.0,0.0,1.0,0.0,23082.0,-3121.0
1888,0,11,19,1.0,0.0,2.0,1.0,23771.0,-1096.0
1889,1,19,11,6.0,2.0,0.0,1.0,24867.0,1096.0
1890,0,11,20,2.0,0.0,2.0,0.0,24212.0,692.0
1891,1,20,11,3.0,0.0,0.0,2.0,23520.0,-692.0
1892,0,5,11,1.0,0.0,1.0,0.0,22462.0,-1571.0
1893,0,5,11,1.0,0.0,1.0,0.0,22781.0,-362.0
1894,1,15,3,1.0,0.0,0.0,2.0,22587.0,46.0
1895,0,6,17,0.0,0.0,0.0,0.0,23029.0,499.0
1896,0,7,11,0.0,0.0,1.0,0.0,23371.0,1082.0
1897,1,22,3,4.0,0.0,0.0,1.0,26873.0,3675.0
1898,0,3,22,0.0,0.0,1.0,0.0,23198.0,-3675.0
1899,1,10,1,4.0,0.0,2.0,1.0,24479.0,1329.0
1900,0,1,10,1.0,0.0,0.0,0.0,23150.0,-1329.0
1901,0,20,20,3.0,0.0,0.0,0.0,24375.0,-1396.0
1902,1,20,20,3.0,0.0,1.0,2.0,25771.0,1396.0
1903,0,8,22,0.0,0.0,2.0,0.0,23408.0,-4271.0
1904,1,22,9,3.0,0.0,0.0,1.0,27679.0,4271.0
1905,0,5,12,0.0,0.0,0.0,0.0,22615.0,-532.0
1906,1,12,5,5.0,1.0,1.0,2.0,23147.0,532.0
1907,1,21,4,2.0,0.0,2.0,0.0,28165.0,7257.0
1908,1,15,8,3.0,0.0,1.0,1.0,26073.0,3829.0
1909,1,17,8,3.0,0.0,2.0,2.0,26678.0,2441.0
1910,1,9,3,3.0,0.0,2.0,1.0,23740.0,1095.0
1911,0,3,9,2.0,0.0,0.0,0.0,22645.0,-1095.0
1912,0,9,25,2.0,0.0,1.0,0.0,22974.0,-2121.0
1913,1,25,9,4.0,0.0,1.0,0.0,25095.0,2121.0
1914,1,18,8,4.0,0.0,2.0,2.0,24411.0,1782.0
1915,0,8,18,1.0,0.0,0.0,0.0,22629.0,-1782.0
1916,1,12,4,4.0,0.0,0.0,1.0,22634.0,-3502.0
1917,0,4,12,2.0,0.0,2.0,0.0,26136.0,3502.0
1918,1,18,13,2.0,0.0,0.0,0.0,23036.0,-824.0
1919,0,13,18,3.0,0.0,2.0,1.0,23860.0,824.0
1920,1,14,6,3.0,0.0,2.0,2.0,26692.0,2562.0
1921,0,6,14,2.0,0.0,0.0,0.0,24130.0,-2562.0
1922,0,12,13,2.0,0.0,1.0,1.0,23186.0,-1867.0
1923,1,13,13,3.0,0.0,1.0,0.0,25053.0,1867.0
1924,0,6,11,1.0,0.0,2.0,0.0,25651.0,2328.0
1925,1,11,6,3.0,0.0,0.0,1.0,23323.0,-2328.0
1926,1,15,1,4.0,0.0,2.0,2.0,25709.0,3606.0
1927,0,1,15,1.0,0.0,0.0,0.0,22103.0,-3606.0
1928,1,14,9,1.0,0.0,0.0,1.0,25786.0,-672.0
1929,0,9,14,4.0,0.0,2.0,0.0,26458.0,672.0
1930,0,4,9,3.0,0.0,1.0,0.0,24844.0,326.0
1931,1,9,4,3.0,0.0,1.0,1.0,24518.0,-326.0
1932,0,9,17,2.0,0.0,1.0,0.0,24112.0,-1095.0
1933,1,17,9,2.0,0.0,1.0,1.0,25207.0,1095.0
1934,1,11,8,3.0,0.0,2.0,0.0,25747.0,2025.0
1935,0,8,11,2.0,0.0,0.0,0.0,23722.0,-2025.0
1936,1,21,12,4.0,0.0,2.0,3.0,23895.0,1803.0
1937,0,12,21,1.0,0.0,0.0,0.0,22092.0,-1803.0
1938,0,10,22,0.0,0.0,1.0,0.0,24519.0,1382.0
1939,1,22,10,5.0,1.0,1.0,2.0,23137.0,-1382.0
1940,1,11,6,5.0,1.0,2.0,2.0,25301.0,2309.0
1941,0,6,11,1.0,0.0,0.0,0.0,22992.0,-2309.0
1942,1,13,3,4.0,0.0,2.0,0.0,24393.0,2580.0
1943,0,3,13,1.0,0.0,0.0,1.0,21813.0,-2580.0
1944,1,25,6,3.0,0.0,1.0,1.0,25985.0,1492.0
1945,0,6,25,1.0,0.0,1.0,0.0,24493.0,-1492.0
1946,1,22,3,3.0,0.0,1.0,1.0,25442.0,1377.0
1947,1,21,4,4.0,0.0,1.0,1.0,25551.0,1900.0
1948,0,16,25,3.0,0.0,1.0,0.0,24034.0,-2667.0
1949,1,14,4,4.0,0.0,0.0,1.0,25057.0,1730.0
1950,0,7,14,0.0,0.0,1.0,0.0,24744.0,-1356.0
1951,1,14,9,4.0,0.0,1.0,1.0,26100.0,1356.0
1952,1,21,17,5.0,1.0,0.0,1.0,24451.0,-1985.0
1953,1,21,11,3.0,0.0,0.0,1.0,24735.0,-121.0
1954,0,11,21,2.0,0.0,2.0,0.0,24856.0,121.0
1955,0,14,14,3.0,0.0,0.0,0.0,25236.0,1077.0
1956,1,14,14,4.0,0.0,2.0,2.0,24159.0,-1077.0
1957,1,23,16,4.0,0.0,2.0,1.0,24655.0,-9.0
1958,0,5,20,1.0,0.0,2.0,0.0,21687.0,-4767.0
1959,1,20,5,5.0,1.0,0.0,0.0,26454.0,4767.0
1960,1,22,10,4.0,0.0,1.0,1.0,26881.0,1575.0
1961,0,10,22,1.0,0.0,1.0,0.0,25306.0,-1575.0
1962,0,9,13,3.0,0.0,1.0,1.0,25150.0,-176.0
1963,1,13,9,3.0,0.0,1.0,0.0,25326.0,176.0
1964,0,9,15,2.0,0.0,2.0,1.0,25184.0,626.0
1965,1,15,9,3.0,0.0,0.0,1.0,24558.0,-626.0
1966,1,22,7,4.0,0.0,2.0,1.0,26890.0,2973.0
1967,1,27,17,3.0,0.0,2.0,2.0,26300.0,1386.0
1968,0,4,16,1.0,0.0,2.0,0.0,23793.0,-947.0
1969,1,16,4,4.0,0.0,0.0,1.0,24740.0,947.0
1970,0,5,19,2.0,0.0,1.0,0.0,24124.0,1054.0
1971,1,19,5,3.0,0.0,1.0,1.0,23070.0,-1054.0
1972,1,20,8,3.0,0.0,0.0,0.0,25107.0,269.0
1973,1,15,8,4.0,0.0,1.0,1.0,23475.0,-595.0
1974,0,7,15,2.0,0.0,1.0,0.0,24070.0,595.0
1975,1,15,4,3.0,0.0,2.0,2.0,25265.0,2392.0
1976,0,4,15,3.0,0.0,0.0,0.0,22873.0,-2392.0
1977,0,21,22,2.0,0.0,1.0,2.0,25489.0,44.0
1978,0,23,27,2.0,0.0,0.0,0.0,23238.0,-2946.0
1979,0,10,23,0.0,0.0,2.0,1.0,23448.0,-1384.0
1980,1,23,10,5.0,1.0,0.0,1.0,24832.0,1384.0
1981,0,9,28,1.0,0.0,1.0,0.0,26353.0,-350.0
1982,0,13,14,3.0,0.0,1.0,1.0,24771.0,409.0
1983,1,14,13,2.0,0.0,1.0,0.0,24362.0,-409.0
1984,1,6,1,2.0,0.0,2.0,0.0,24511.0,917.0
1985,0,1,6,3.0,0.0,0.0,0.0,23594.0,-917.0
1986,0,7,18,4.0,0.0,2.0,0.0,26699.0,2807.0
1987,1,18,7,2.0,0.0,0.0,1.0,23892.0,-2807.0
1988,0,6,17,1.0,0.0,0.0,0.0,21641.0,-7504.0
1989,1,17,6,3.0,0.0,2.0,1.0,29145.0,7504.0
1990,1,23,10,5.0,1.0,2.0,1.0,29058.0,6296.0
1991,0,10,23,0.0,0.0,0.0,0.0,22762.0,-6296.0
1992,0,4,16,1.0,0.0,0.0,1.0,25592.0,-714.0
1993,1,16,4,5.0,1.0,2.0,1.0,26306.0,714.0
1994,0,19,29,3.0,0.0,0.0,0.0,24341.0,-1870.0
1995,1,29,19,4.0,0.0,2.0,2.0,26211.0,1870.0
1996,1,12,4,4.0,0.0,1.0,1.0,26203.0,3831.0
1997,0,6,29,0.0,0.0,1.0,0.0,23399.0,-5416.0
1998,1,29,6,2.0,0.0,0.0,0.0,28815.0,5416.0
1999,0,5,18,1.0,0.0,0.0,0.0,23852.0,-4241.0
2000,1,18,5,2.0,0.0,2.0,1.0,28093.0,4241.0
2001,0,11,8,2.0,0.0,0.0,0.0,22551.0,-4221.0
2002,1,20,8,4.0,0.0,1.0,2.0,22495.0,-1699.0
2003,0,8,20,1.0,0.0,1.0,0.0,24194.0,1699.0
2004,1,22,14,4.0,0.0,2.0,1.0,26357.0,3425.0
2005,1,17,9,5.0,1.0,0.0,2.0,24266.0,-804.0
2006,0,8,15,0.0,0.0,0.0,0.0,24920.0,-1629.0
2007,1,15,8,5.0,1.0,2.0,1.0,26549.0,1629.0
2008,1,22,9,4.0,0.0,1.0,2.0,26383.0,1450.0
2009,0,9,22,1.0,0.0,1.0,0.0,24933.0,-1450.0
2010,1,19,5,4.0,0.0,2.0,2.0,25811.0,2029.0
2011,0,5,19,1.0,0.0,0.0,0.0,23782.0,-2029.0
2012,0,9,26,0.0,0.0,1.0,0.0,25502.0,-2618.0
2013,1,26,9,4.0,0.0,1.0,1.0,28120.0,2618.0
2014,1,21,5,4.0,0.0,1.0,2.0,27602.0,3482.0
2015,0,5,21,1.0,0.0,1.0,0.0,24120.0,-3482.0
2016,0,22,26,3.0,0.0,2.0,0.0,28431.0,4097.0
2017,1,26,22,2.0,0.0,0.0,1.0,24334.0,-4097.0
2018,0,7,17,1.0,0.0,2.0,0.0,25784.0,1070.0
2019,1,17,7,4.0,0.0,0.0,2.0,24714.0,-1070.0
2020,0,6,13,2.0,0.0,1.0,0.0,23475.0,502.0
2021,1,13,6,3.0,0.0,0.0,2.0,22973.0,-502.0
2022,0,5,15,2.0,0.0,2.0,0.0,24206.0,-116.0
2023,1,15,5,3.0,0.0,0.0,0.0,24322.0,116.0
2024,1,22,8,3.0,0.0,2.0,2.0,27948.0,5671.0
2025,0,8,22,2.0,0.0,0.0,0.0,22277.0,-5671.0
2026,0,8,19,2.0,0.0,1.0,0.0,24893.0,1612.0
2027,1,19,8,2.0,0.0,1.0,1.0,23281.0,-1612.0
2028,0,2,17,0.0,0.0,1.0,0.0,23779.0,-3294.0
2029,1,17,2,3.0,0.0,1.0,1.0,27073.0,3294.0
2030,1,25,8,2.0,0.0,1.0,1.0,26021.0,-614.0
2031,0,8,25,2.0,0.0,1.0,0.0,26635.0,614.0
2032,1,16,8,3.0,0.0,2.0,1.0,25234.0,1491.0
2033,0,8,16,2.0,0.0,0.0,1.0,23743.0,-1491.0
2034,1,15,7,2.0,0.0,2.0,1.0,25514.0,1163.0
2035,0,7,15,3.0,0.0,0.0,0.0,24351.0,-1163.0
2036,0,11,24,2.0,0.0,2.0,0.0,25649.0,1323.0
2037,1,24,11,4.0,0.0,0.0,2.0,24326.0,-1323.0
2038,1,14,1,3.0,0.0,2.0,1.0,27546.0,4685.0
2039,1,15,6,4.0,0.0,2.0,0.0,23703.0,388.0
2040,0,1,9,1.0,0.0,1.0,0.0,22794.0,-4774.0
2041,1,9,1,3.0,0.0,1.0,1.0,27568.0,4774.0
2042,0,9,19,1.0,0.0,0.0,1.0,25470.0,-1650.0
2043,1,19,9,3.0,0.0,2.0,0.0,27120.0,1650.0
2044,0,9,19,0.0,0.0,1.0,0.0,22767.0,-3226.0
2045,1,19,9,4.0,0.0,1.0,1.0,25993.0,3226.0
2046,0,7,13,0.0,0.0,1.0,0.0,24957.0,1929.0
2047,1,13,7,4.0,0.0,1.0,1.0,23028.0,-1929.0
2048,1,14,5,3.0,0.0,2.0,2.0,25217.0,1634.0
2049,0,5,14,3.0,0.0,0.0,0.0,23583.0,-1634.0
2050,1,19,11,2.0,0.0,0.0,1.0,24335.0,-142.0
2051,0,11,19,3.0,0.0,2.0,0.0,24477.0,142.0
2052,1,15,9,3.0,0.0,1.0,1.0,26799.0,3534.0
2053,0,9,15,3.0,0.0,1.0,0.0,23265.0,-3534.0
2054,1,26,10,4.0,0.0,1.0,1.0,28150.0,4837.0
2055,0,10,26,1.0,0.0,1.0,0.0,23313.0,-4837.0
2056,0,12,27,0.0,0.0,1.0,0.0,22721.0,-3484.0
2057,1,27,12,4.0,0.0,1.0,1.0,26205.0,3484.0
2058,0,12,21,3.0,0.0,1.0,1.0,23604.0,-1113.0
2059,1,21,12,3.0,0.0,1.0,1.0,24717.0,1113.0
2060,1,27,12,4.0,0.0,2.0,1.0,27836.0,3011.0
2061,0,12,27,0.0,0.0,0.0,0.0,24825.0,-3011.0
2062,0,3,12,0.0,0.0,1.0,0.0,23343.0,-4001.0
2063,1,12,3,4.0,0.0,1.0,1.0,27344.0,4001.0
2064,1,16,3,4.0,0.0,1.0,1.0,24161.0,-778.0
2065,0,3,16,1.0,0.0,1.0,0.0,24939.0,778.0
2066,0,5,13,2.0,0.0,1.0,0.0,24372.0,1269.0
2067,1,13,5,2.0,0.0,1.0,1.0,23103.0,-1269.0
2068,1,23,13,4.0,0.0,1.0,2.0,24530.0,-1744.0
2069,0,13,23,2.0,0.0,1.0,0.0,26274.0,1744.0
2070,1,15,13,3.0,0.0,1.0,1.0,24732.0,-1818.0
2071,0,13,15,3.0,0.0,1.0,0.0,26550.0,1818.0
2072,1,23,6,3.0,0.0,2.0,1.0,28553.0,4822.0
2073,0,6,23,1.0,0.0,0.0,0.0,23731.0,-4822.0
2074,1,19,9,3.0,1.0,2.0,1.0,24772.0,477.0
2075,0,9,19,4.0,0.0,0.0,0.0,24295.0,-477.0
2076,0,4,18,1.0,0.0,2.0,0.0,24724.0,2035.0
2077,1,18,4,4.0,0.0,0.0,1.0,22689.0,-2035.0
2078,0,11,16,2.0,,1.0,2.0,23906.0,839.0
2079,1,16,11,6.0,,1.0,2.0,23067.0,-839.0
2080,1,12,2,4.0,0.0,1.0,1.0,25572.0,1163.0
2081,0,2,12,0.0,0.0,1.0,0.0,24409.0,-1163.0
2082,1,16,5,2.0,0.0,1.0,1.0,27908.0,2806.0
2083,1,21,13,4.0,0.0,0.0,2.0,25062.0,-1950.0
2084,1,22,5,4.0,0.0,1.0,0.0,25858.0,3255.0
2085,0,5,22,0.0,0.0,1.0,0.0,22603.0,-3255.0
2086,1,9,3,4.0,0.0,2.0,3.0,24855.0,-251.0
2087,0,3,9,3.0,0.0,0.0,0.0,25106.0,251.0
2088,1,11,11,3.0,0.0,2.0,2.0,25240.0,1721.0
2089,0,11,11,3.0,0.0,0.0,0.0,23519.0,-1721.0
2090,1,8,0,3.0,0.0,1.0,1.0,24703.0,1654.0
2091,0,0,8,1.0,0.0,1.0,0.0,23049.0,-1654.0
2092,0,15,14,1.0,0.0,2.0,1.0,25703.0,-1070.0
2093,1,14,15,5.0,1.0,0.0,1.0,26773.0,1070.0
2094,0,8,20,3.0,0.0,1.0,0.0,23680.0,-300.0
2095,1,20,8,2.0,0.0,1.0,1.0,23980.0,300.0
2096,1,17,11,5.0,1.0,2.0,2.0,28569.0,3268.0
2097,0,11,17,0.0,0.0,0.0,0.0,25301.0,-3268.0
2098,0,3,12,1.0,0.0,2.0,0.0,24968.0,622.0
2099,1,12,3,4.0,0.0,0.0,1.0,24346.0,-622.0
2100,0,10,19,2.0,0.0,2.0,0.0,23882.0,411.0
2101,1,19,10,4.0,0.0,0.0,2.0,23471.0,-411.0
2102,1,15,2,3.0,0.0,2.0,0.0,27615.0,4400.0
2103,0,2,15,0.0,0.0,0.0,0.0,23215.0,-4400.0
2104,0,1,13,0.0,0.0,2.0,0.0,23638.0,-101.0
2105,1,13,1,3.0,0.0,0.0,1.0,23739.0,101.0
2106,0,10,15,2.0,0.0,1.0,0.0,25326.0,550.0
2107,1,15,10,5.0,1.0,1.0,2.0,24776.0,-550.0
2108,0,1,11,0.0,0.0,0.0,0.0,22226.0,-4154.0
2109,1,11,1,4.0,0.0,2.0,1.0,26380.0,4154.0
2110,1,17,2,4.0,0.0,1.0,1.0,25752.0,2495.0
2111,0,2,17,0.0,0.0,1.0,0.0,23257.0,-2495.0
2112,0,4,20,1.0,0.0,2.0,0.0,24551.0,450.0
2113,1,20,4,3.0,0.0,0.0,1.0,24101.0,-450.0
2114,1,15,5,4.0,0.0,0.0,1.0,25761.0,1706.0
2115,0,5,15,0.0,0.0,2.0,0.0,24055.0,-1706.0
2116,0,4,15,1.0,0.0,2.0,0.0,23557.0,-2545.0
2117,1,15,4,4.0,0.0,0.0,2.0,26102.0,2545.0
2118,1,12,0,3.0,0.0,2.0,1.0,29236.0,6645.0
2119,0,0,12,0.0,0.0,0.0,0.0,22591.0,-6645.0
2120,0,2,13,1.0,0.0,0.0,0.0,22175.0,-4050.0
2121,1,13,2,3.0,0.0,2.0,1.0,26225.0,4050.0
2122,0,6,19,1.0,0.0,1.0,0.0,23951.0,-1023.0
2123,1,19,6,4.0,0.0,1.0,2.0,24974.0,1023.0
2124,1,15,7,5.0,1.0,2.0,1.0,25141.0,2118.0
2125,0,7,15,1.0,0.0,0.0,0.0,23023.0,-2118.0
2126,0,2,12,0.0,0.0,2.0,0.0,23474.0,-4665.0
2127,1,12,2,4.0,0.0,0.0,1.0,28139.0,4665.0
2128,0,14,20,1.0,0.0,1.0,1.0,27892.0,2253.0
2129,1,20,14,5.0,1.0,1.0,1.0,25639.0,-2253.0
2130,0,6,18,2.0,0.0,2.0,0.0,23032.0,-2990.0
2131,1,18,6,2.0,0.0,0.0,1.0,26022.0,2990.0
2132,1,18,10,2.0,0.0,1.0,1.0,22965.0,-2506.0
2133,0,10,18,3.0,0.0,1.0,0.0,25471.0,2506.0
2134,0,5,18,1.0,0.0,1.0,0.0,23289.0,-3137.0
2135,1,18,5,3.0,0.0,1.0,1.0,26426.0,3137.0
2136,0,11,23,3.0,0.0,1.0,0.0,24038.0,922.0
2137,1,23,11,3.0,0.0,0.0,2.0,23116.0,-922.0
2138,0,6,11,2.0,0.0,1.0,0.0,22211.0,-495.0
2139,1,11,6,3.0,0.0,1.0,2.0,22706.0,495.0
2140,0,4,19,0.0,0.0,0.0,0.0,21802.0,-3726.0
2141,1,19,4,4.0,0.0,2.0,1.0,25528.0,3726.0
2142,1,12,3,3.0,0.0,2.0,1.0,24868.0,-1038.0
2143,0,3,12,2.0,0.0,0.0,0.0,25906.0,1038.0
2144,1,14,2,3.0,0.0,1.0,1.0,27434.0,4861.0
2145,0,2,14,1.0,0.0,1.0,0.0,22573.0,-4861.0
2146,0,2,13,0.0,0.0,0.0,0.0,24583.0,-2144.0
2147,1,13,2,4.0,0.0,2.0,1.0,26727.0,2144.0
2148,1,12,6,2.0,0.0,1.0,1.0,22985.0,-1507.0
2149,0,6,12,4.0,0.0,1.0,0.0,24492.0,1507.0
2150,0,8,16,2.0,0.0,1.0,0.0,24602.0,778.0
2151,1,16,8,4.0,0.0,1.0,1.0,23824.0,-778.0
2152,0,22,25,2.0,0.0,0.0,0.0,25143.0,-316.0
2153,1,17,4,4.0,0.0,1.0,1.0,25366.0,2612.0
2154,0,6,17,1.0,0.0,0.0,0.0,23738.0,-2674.0
2155,0,19,19,3.0,0.0,1.0,1.0,25876.0,2003.0
2156,1,19,19,3.0,0.0,1.0,0.0,23873.0,-2003.0
2157,1,15,4,3.0,0.0,2.0,2.0,24201.0,588.0
2158,0,4,15,1.0,0.0,0.0,0.0,23613.0,-588.0
2159,1,16,5,2.0,0.0,0.0,1.0,22842.0,-2651.0
2160,0,5,16,3.0,0.0,2.0,0.0,25493.0,2651.0
2161,0,4,20,0.0,0.0,0.0,0.0,22492.0,-4353.0
2162,1,20,4,3.0,0.0,2.0,1.0,26845.0,4353.0
2163,0,9,17,1.0,,2.0,1.0,24998.0,160.0
2164,1,17,9,5.0,,0.0,3.0,24838.0,-160.0
2165,1,15,10,4.0,0.0,1.0,1.0,26067.0,2476.0
2166,0,10,15,0.0,0.0,1.0,0.0,23591.0,-2476.0
2167,1,21,16,2.0,0.0,1.0,1.0,26055.0,80.0
2168,0,16,21,2.0,0.0,1.0,0.0,25975.0,-80.0
2169,0,6,15,1.0,0.0,0.0,0.0,24747.0,-99.0
2170,1,15,6,3.0,0.0,0.0,1.0,24846.0,99.0
2171,1,16,5,2.0,0.0,2.0,1.0,24793.0,2576.0
2172,0,5,16,3.0,0.0,0.0,0.0,22217.0,-2576.0
2173,1,15,5,2.0,0.0,0.0,1.0,26161.0,938.0
2174,0,5,15,2.0,0.0,2.0,0.0,25223.0,-938.0
2175,1,9,5,4.0,0.0,1.0,0.0,27133.0,4441.0
2176,0,5,9,0.0,0.0,1.0,0.0,22692.0,-4441.0
2177,0,4,19,0.0,0.0,1.0,0.0,25369.0,-1310.0
2178,1,19,4,3.0,0.0,1.0,1.0,26679.0,1310.0
2179,1,11,3,3.0,0.0,1.0,1.0,24689.0,2035.0
2180,0,3,11,2.0,0.0,1.0,0.0,22654.0,-2035.0
2181,1,17,12,5.0,1.0,1.0,1.0,23448.0,-811.0
2182,0,12,17,0.0,0.0,1.0,2.0,24259.0,811.0
2183,1,15,10,3.0,0.0,2.0,0.0,28603.0,5203.0
2184,0,10,15,2.0,0.0,0.0,1.0,23400.0,-5203.0
2185,1,10,5,4.0,0.0,0.0,1.0,23697.0,-1716.0
2186,0,5,10,1.0,0.0,2.0,0.0,25413.0,1716.0
2187,1,22,5,2.0,2.0,2.0,1.0,23386.0,-1582.0
2188,0,5,22,4.0,0.0,0.0,1.0,24968.0,1582.0
2189,0,12,22,2.0,0.0,2.0,0.0,25090.0,1088.0
2190,0,2,11,0.0,0.0,0.0,0.0,22889.0,-1184.0
2191,0,4,15,2.0,0.0,1.0,0.0,24760.0,-1722.0
2192,1,17,4,3.0,0.0,1.0,2.0,24618.0,1109.0
2193,1,11,5,2.0,0.0,2.0,1.0,28380.0,6257.0
2194,0,5,14,0.0,0.0,0.0,0.0,22147.0,-3358.0
2195,1,14,5,5.0,1.0,2.0,2.0,25505.0,3358.0
2196,1,16,3,4.0,0.0,1.0,1.0,28713.0,5112.0
2197,0,3,16,0.0,0.0,1.0,0.0,23601.0,-5112.0
2198,0,13,26,3.0,0.0,2.0,2.0,23391.0,-328.0
2199,1,26,13,4.0,0.0,0.0,1.0,23719.0,328.0
2200,0,11,20,1.0,0.0,1.0,0.0,22658.0,-3651.0
2201,1,20,11,4.0,0.0,1.0,2.0,26309.0,3651.0
2202,1,20,10,3.0,0.0,0.0,0.0,23363.0,181.0
2203,0,10,20,2.0,0.0,2.0,1.0,23182.0,-181.0
2204,0,2,12,0.0,0.0,1.0,0.0,23949.0,-1698.0
2205,1,12,2,4.0,0.0,1.0,1.0,25647.0,1698.0
2206,0,9,12,4.0,0.0,0.0,0.0,23873.0,-954.0
2207,0,7,14,3.0,0.0,1.0,1.0,26012.0,715.0
2208,1,12,4,3.0,0.0,2.0,0.0,27610.0,5344.0
2209,0,4,12,1.0,0.0,0.0,0.0,22266.0,-5344.0
2210,0,7,24,1.0,0.0,0.0,0.0,23516.0,-8510.0
2211,1,24,7,3.0,0.0,2.0,0.0,32026.0,8510.0
2212,1,17,5,3.0,0.0,1.0,1.0,26519.0,2228.0
2213,0,5,17,1.0,0.0,1.0,0.0,24291.0,-2228.0
2214,0,2,16,2.0,0.0,2.0,0.0,24817.0,-768.0
2215,1,16,2,2.0,0.0,0.0,1.0,25585.0,768.0
2216,0,4,17,0.0,0.0,0.0,0.0,21833.0,-5680.0
2217,1,17,4,4.0,0.0,2.0,1.0,27513.0,5680.0
2218,1,15,12,4.0,0.0,2.0,1.0,25650.0,1079.0
2219,0,12,15,2.0,0.0,0.0,0.0,24571.0,-1079.0
2220,0,8,14,2.0,0.0,0.0,0.0,25691.0,1289.0
2221,1,14,8,2.0,0.0,2.0,1.0,24402.0,-1289.0
2222,1,22,14,4.0,0.0,0.0,2.0,24829.0,-1146.0
2223,0,14,22,1.0,0.0,2.0,0.0,25975.0,1146.0
2224,0,10,21,3.0,0.0,2.0,0.0,24910.0,-1463.0
2225,1,21,10,2.0,0.0,0.0,3.0,26373.0,1463.0
2226,1,15,3,4.0,0.0,1.0,1.0,22922.0,232.0
2227,0,3,15,0.0,0.0,1.0,0.0,22690.0,-232.0
2228,1,12,6,4.0,0.0,2.0,1.0,25111.0,1515.0
2229,0,6,12,1.0,0.0,0.0,0.0,23596.0,-1515.0
2230,0,3,19,0.0,0.0,0.0,0.0,23237.0,-3761.0
2231,1,19,3,4.0,0.0,2.0,1.0,26998.0,3761.0
2232,0,7,12,0.0,0.0,2.0,0.0,24244.0,-1011.0
2233,1,12,7,4.0,0.0,0.0,0.0,25255.0,1011.0
2234,0,4,15,0.0,0.0,2.0,0.0,22967.0,-272.0
2235,1,15,4,4.0,0.0,0.0,1.0,23239.0,272.0
2236,0,6,12,0.0,0.0,2.0,1.0,24277.0,1918.0
2237,1,12,6,5.0,1.0,0.0,1.0,22359.0,-1918.0
2238,1,14,4,1.0,0.0,1.0,1.0,25028.0,398.0
2239,0,4,14,3.0,0.0,1.0,0.0,24630.0,-398.0
2240,0,3,23,1.0,0.0,0.0,0.0,22699.0,-2274.0
2241,1,23,3,4.0,0.0,2.0,1.0,24973.0,2274.0
2242,0,4,6,1.0,0.0,0.0,0.0,23062.0,-2378.0
2243,1,15,4,4.0,0.0,2.0,1.0,28440.0,5774.0
2244,0,4,15,0.0,0.0,0.0,0.0,22666.0,-5774.0
2245,1,23,14,6.0,2.0,1.0,1.0,24502.0,-1353.0
2246,0,16,21,1.0,0.0,0.0,0.0,22772.0,-987.0
2247,1,21,16,5.0,1.0,2.0,2.0,23759.0,987.0
2248,0,7,18,0.0,0.0,2.0,0.0,23018.0,-406.0
2249,1,18,7,4.0,0.0,0.0,1.0,23424.0,406.0
2250,0,12,13,4.0,0.0,2.0,1.0,26392.0,1493.0
2251,1,13,12,3.0,0.0,0.0,3.0,24899.0,-1493.0
2252,1,18,7,5.0,1.0,1.0,2.0,25391.0,936.0
2253,0,4,17,0.0,0.0,0.0,0.0,20689.0,-9472.0
2254,1,17,4,4.0,0.0,2.0,1.0,30161.0,9472.0
2255,1,16,4,2.0,0.0,2.0,1.0,25965.0,2828.0
2256,0,4,16,3.0,0.0,0.0,0.0,23137.0,-2828.0
2257,0,6,14,2.0,0.0,0.0,0.0,22438.0,-347.0
2258,1,14,6,4.0,0.0,1.0,2.0,22785.0,347.0
2259,1,22,10,3.0,0.0,2.0,0.0,27953.0,2893.0
2260,0,10,22,1.0,0.0,0.0,1.0,25060.0,-2893.0
2261,0,3,14,0.0,0.0,0.0,0.0,22580.0,-2254.0
2262,1,14,3,4.0,0.0,2.0,1.0,24834.0,2254.0
2263,1,14,13,3.0,0.0,2.0,1.0,23558.0,-1773.0
2264,0,13,14,2.0,0.0,0.0,0.0,25331.0,1773.0
2265,1,14,3,5.0,1.0,1.0,1.0,24349.0,1134.0
