,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Camille,2,2,0,100%,4,0,4.5,17,266,9.84,12.9,477,54.8%,25.8%,22.9%
Galio,2,1,1,50%,3,1,10,13,249.5,7.9,12.2,386,68.4%,15.8%,21.1%
Sion,2,1,1,50%,1.5,1.5,3.5,3.33,269,8.64,11.4,366,43.5%,13%,21.1%
Akali,1,1,0,100%,4,1,3,7,240,8.79,11.4,418,36.8%,21.1%,20.6%
Ezreal,1,1,0,100%,3,0,8,11,448,11.84,18.1,479,68.8%,18.8%,24.4%
LeBlanc,1,1,0,100%,3,2,9,6,321,7.38,16.2,372,63.2%,15.8%,18.6%
Irelia,1,0,1,0%,1,3,2,1,285,9.56,11.4,383,42.9%,14.3%,23.4%
Poppy,1,0,1,0%,2,5,8,2,260,5.92,12.5,286,55.6%,11.1%,16.9%
