,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jayce,2,1,1,50%,1,4.5,4,1.11,300.5,8.38,12.5,350,83.3%,16.7%,21.1%
Karma,1,0,1,0%,0,2,0,0,231,8.54,8.9,330,-nan%,-nan%,22.1%
Kennen,1,0,1,0%,0,5,3,0.6,202,8.23,8.4,341,100%,0%,22.5%
