,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Ashe,1,1,0,100%,6,1,9,15,338,10.28,16.1,490,75%,30%,25.6%
Kalista,1,1,0,100%,5,3,5,3.33,272,9.54,13,456,55.6%,27.8%,22.8%
Ezreal,1,0,1,0%,2,3,5,2.33,394,9.83,18.3,457,46.7%,13.3%,25.7%
