,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Aatrox,15,8,7,53.3%,1.87,2.13,3.47,2.5,285.87,8.53,12.9,384,57.6%,20.1%,21.9%
Jayce,6,4,2,66.7%,2.83,1.5,4.17,4.67,344.33,9.39,16.2,441,65.6%,26.6%,23.8%
Kennen,6,3,3,50%,3.67,3.33,4.5,2.45,314.67,8.81,14.9,416,53.3%,23.9%,22.4%
Renekton,5,4,1,80%,3,2.8,6,3.21,276,8.29,14,420,57.7%,19.2%,22.3%
Camille,3,2,1,66.7%,2.67,2,4,3.33,261.33,8.38,12.3,394,54.1%,21.6%,22.1%
Ryze,2,2,0,100%,5,1,5,10,346,10.16,16.3,480,48.8%,24.4%,23.2%
Vladimir,2,1,1,50%,3.5,1.5,1,3,246.5,8.21,11.6,386,34.6%,26.9%,22%
Kled,1,1,0,100%,4,2,13,8.5,253,7.42,14.3,420,77.3%,18.2%,22.3%
Rumble,1,1,0,100%,1,4,9,2.5,255,7.81,12.1,370,66.7%,6.7%,19.6%
Akali,1,0,1,0%,2,2,4,3,257,7.7,11.2,335,60%,20%,20.9%
Gnar,1,0,1,0%,0,3,0,0,213,8.2,8.2,316,-nan%,-nan%,22.1%
Irelia,1,0,1,0%,2,4,7,2.25,268,8.73,12,392,56.3%,12.5%,23.4%
Neeko,1,0,1,0%,2,3,8,3.33,278,7.32,12.6,332,71.4%,14.3%,18.9%
Viktor,1,0,1,0%,1,5,7,1.6,258,6.94,12.1,326,80%,10%,21%
