,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Trundle,3,1,2,33.3%,1.67,1.67,7.33,5.4,199.67,5.54,11.5,318,69.2%,12.8%,17.8%
Graves,1,1,0,100%,5,1,9,14,438,10.91,19.5,485,93.3%,33.3%,26.1%
Sejuani,1,0,1,0%,0,1,1,1,165,5.44,8.1,268,100%,0%,16.6%
