,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Pantheon,2,2,0,100%,3.5,2.5,6.5,4,65,2.14,8.9,293,54.1%,18.9%,14.3%
Lulu,2,1,1,50%,1.5,1.5,9,7,34.5,0.92,8.3,222,77.8%,11.1%,12.5%
Lux,1,1,0,100%,0,2,12,6,30,1,7.5,251,92.3%,0%,12.6%
Bard,1,0,1,0%,0,1,2,2,45,1.16,7.8,201,66.7%,0%,12.3%
Braum,1,0,1,0%,0,5,3,0.6,30,1.16,5.2,203,42.9%,0%,12.9%
Tahm Kench,1,0,1,0%,1,2,4,2.5,38,1.05,7.9,217,71.4%,14.3%,13.2%
Thresh,1,0,1,0%,1,5,3,0.8,46,1.43,6.6,205,44.4%,11.1%,11.5%
