,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Varus,2,1,1,50%,5.5,3,5,3.5,414.5,10.97,18.9,499,51.2%,26.8%,26.1%
Ezreal,1,1,0,100%,1,2,14,7.5,410,10.36,18,456,45.5%,3%,23.1%
Syndra,1,1,0,100%,2,1,10,12,351,10.45,15.3,455,46.2%,7.7%,22.3%
