,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lee Sin,5,3,2,60%,3,1.6,5.6,5.38,138.8,5.36,9.3,358,75.4%,26.3%,19.2%
Jarvan IV,4,3,1,75%,4.5,2.5,11,6.2,133.5,4.69,11,384,84.9%,24.7%,19.7%
Rek'Sai,3,2,1,66.7%,7,1.33,4.67,8.75,181.67,5.57,12.6,387,70%,42%,20.1%
Vi,2,1,1,50%,2.5,2.5,6,3.4,168,5.37,10.4,333,63%,18.5%,17.7%
Elise,1,0,1,0%,3,5,5,1.6,135,3.81,10.3,290,72.7%,27.3%,17.6%
