,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jarvan IV,4,4,0,100%,3.25,2,11,7.13,178,4.92,12.3,338,79.2%,18.1%,17.5%
Kha'Zix,1,1,0,100%,4,4,6,2.5,197,5.28,12.7,341,66.7%,26.7%,17.3%
Rek'Sai,1,1,0,100%,1,1,5,6,198,5.11,11.8,305,54.5%,9.1%,17.1%
