,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lillia,3,2,1,66.7%,2.33,2.67,6.33,3.25,176.33,5.62,10.3,328,56.5%,15.2%,17.9%
Graves,2,0,2,0%,2,3,2,1.33,161.5,5.34,8.9,293,80%,40%,19%
Volibear,1,1,0,100%,3,2,8,5.5,161,4.39,11.9,324,68.8%,18.8%,17.6%
