,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Gangplank,3,1,2,33.3%,4.67,5.33,6.67,2.13,229.33,6.58,13.5,389,60.7%,25%,21.8%
Sett,2,2,0,100%,4.5,3.5,4.5,2.57,182.5,6.45,11.6,409,45%,22.5%,20.5%
Ornn,2,1,1,50%,1.5,4,4.5,1.5,143.5,6.62,6.5,301,38.7%,9.7%,17.9%
Camille,1,1,0,100%,3,1,15,18,181,6.55,11.7,424,78.3%,13%,21.5%
Kayle,1,1,0,100%,2,1,5,7,308,8.76,15.8,449,53.8%,15.4%,24.3%
Wukong,1,1,0,100%,0,4,5,1.25,283,7.91,12.5,350,27.8%,0%,19.2%
Jayce,1,0,1,0%,2,7,6,1.14,309,8.48,14.7,404,57.1%,14.3%,23.4%
Maokai,1,0,1,0%,3,7,10,1.86,140,4.78,8.9,302,68.4%,15.8%,16.8%
