,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Syndra,5,4,1,80%,3.6,1.2,5.2,7.33,331,9.18,14.7,408,67.7%,27.7%,21.9%
Orianna,4,3,1,75%,2.5,0.25,5.5,32,352,9.88,15.2,427,80%,25%,23.6%
Cassiopeia,3,2,1,66.7%,4.33,0.67,7.67,18,272,7.77,13.4,383,92.3%,33.3%,21.8%
LeBlanc,3,2,1,66.7%,6,0.67,6,18,306.67,8.74,14.8,423,73.5%,36.7%,22.4%
Aatrox,1,1,0,100%,2,0,5,7,343,9.33,15.1,410,53.8%,15.4%,20.6%
Akali,1,1,0,100%,4,1,5,9,358,10.27,15.8,453,60%,26.7%,23.2%
Lissandra,1,1,0,100%,2,0,4,6,329,9.83,13.6,407,42.9%,14.3%,21.8%
