,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Tahm Kench,2,1,1,50%,0.5,2,3,1.75,109.5,3.31,9.1,275,50%,7.1%,14.6%
Yuumi,1,1,0,100%,0,1,9,9,20,0.5,9.9,251,69.2%,0%,13.4%
