,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Zoe,4,4,0,100%,7.5,0,7,58,205.75,7.63,11.8,437,76.3%,39.5%,22.1%
Rumble,2,2,0,100%,4,3,11.5,5.17,188,6.33,11.4,383,81.6%,21.1%,19.5%
Syndra,1,1,0,100%,3,1,17,20,240,6.84,13.3,379,83.3%,12.5%,19.1%
Veigar,1,1,0,100%,6,2,7,6.5,306,7.81,16.2,412,61.9%,28.6%,21.5%
Yasuo,1,1,0,100%,5,3,11,5.33,266,8.6,14.1,456,66.7%,20.8%,22.3%
Taliyah,1,0,1,0%,2,2,3,2.5,185,6.67,8.9,321,83.3%,33.3%,19.5%
