,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Olaf,3,2,1,66.7%,4,4.67,3,1.5,162,5.34,10.7,354,43.8%,25%,18.3%
Taliyah,3,2,1,66.7%,2,3.33,6.67,2.6,215.67,6.73,11.4,357,54.2%,12.5%,18.5%
Nidalee,2,1,1,50%,3,1.5,6.5,6.33,182.5,5.11,11.3,317,76%,24%,18%
Graves,1,1,0,100%,6,2,5,5.5,235,6.94,13.6,402,91.7%,50%,21.8%
Lillia,1,1,0,100%,0,1,2,2,201,6.57,9.9,323,22.2%,0%,16.7%
