,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Akali,4,2,2,50%,3.5,2,2.75,3.13,263,9.12,11.5,400,62.5%,35%,22.2%
LeBlanc,3,2,1,66.7%,4.67,0.67,3.33,12,246,8.12,12.1,400,58.5%,34.1%,21.3%
Orianna,3,1,2,33.3%,3,3.33,6,2.7,254.67,8.8,11.7,403,84.4%,28.1%,23.9%
Syndra,3,0,3,0%,1.67,4.33,2.67,1,203.33,7.59,8.8,330,76.5%,29.4%,22%
Sylas,2,1,1,50%,5.5,4.5,5,2.33,286.5,7.72,14.5,390,60%,31.4%,21.8%
Lux,1,1,0,100%,3,1,16,19,279,8.36,14.1,422,79.2%,12.5%,21.3%
Ryze,1,0,1,0%,1,3,4,1.67,271,8.89,11,361,62.5%,12.5%,21.7%
