,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Hecarim,3,1,2,33.3%,4.67,2.67,6,4,190.67,6.13,-,-,76.2%,33.3%,-
Graves,2,2,0,100%,7,0.5,8.5,31,169,6.92,11.3,462,60.8%,27.5%,21.5%
Evelynn,1,1,0,100%,4,2,13,8.5,169,5.41,11.6,372,60.7%,14.3%,18.1%
Volibear,1,1,0,100%,3,2,15,9,127,5.26,9.8,407,64.3%,10.7%,18.3%
Nidalee,1,0,1,0%,0,3,5,1.67,239,6.94,10.7,312,45.5%,0%,18.6%
