,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Jhin,1,1,0,100%,4,0,4,8,310,9.05,14.3,417,61.5%,30.8%,23.4%
Kai'Sa,1,0,1,0%,4,2,4,4,315,8.83,13.8,388,72.7%,36.4%,23.1%
