,Games,Win,Loss,W/L Ratio,Kill,Death,Assist,KDA,CS,CS/M,Gold(k),Gold/M,Kill Participation,Kill Share,Gold Share
Lee Sin,6,5,1,83.3%,2.33,2,5.83,4.08,177,5.13,-,-,59.8%,17.1%,-
Gragas,2,1,1,50%,1.5,2,3.5,2.5,181,5.12,10.9,309,43.5%,13%,16.7%
Zac,1,1,0,100%,0,0,9,9,169,5.39,10.1,322,75%,0%,17.5%
Nocturne,1,0,1,0%,2,2,1,1.5,212,5.58,12.1,318,60%,40%,18.2%
Olaf,1,0,1,0%,1,6,3,0.67,153,3.86,10.1,254,66.7%,16.7%,15.9%
